"citation","Experimental System","Experimental System Type","interaction","Modification","name","Phenotypes","Qualifications","Score","selected","shared interaction","shared name","Throughput"
"pubmed:26496610","Affinity Capture-MS","physical","interacts-with","","RPL10 (interacts-with) DHX29","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)",,"false","interacts-with","RPL10 (interacts-with) DHX29","High Throughput"
"pubmed:26496610","Affinity Capture-MS","physical","interacts-with","","Rrbp1 (interacts-with) RPS27A","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)",,"false","interacts-with","Rrbp1 (interacts-with) RPS27A","High Throughput"
"pubmed:16189514|pubmed:25416956|pubmed:19060904","Two-hybrid","physical","interacts-with","","RAD54B (interacts-with) RAD54B","","Human proteins expressed in S. cerevisiae",,"false","interacts-with","RAD54B (interacts-with) RAD54B","High Throughput"
"pubmed:30862715","Negative Genetic","genetic","interacts-with","","TP53 (interacts-with) KRT5","","CRISPR GI screen|Cell Line:  hESC|Experimental Setup: Drug Exposure: Cisplatin CHEBI:27899|GIST: Mono-phenotypic suppressing genetic interaction|KO of hit genes re-sensitizes TP53 KO cells to cisplatin|Library: GeckoV2|Significance Threshold: p<0.01",,"false","interacts-with","TP53 (interacts-with) KRT5","Low Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) CKAP5","","",,"false","interacts-with","Apc2 (interacts-with) CKAP5","High Throughput"
"pubmed:30033366","Negative Genetic","genetic","interacts-with","","TRRAP (interacts-with) TRRAP","Growth abnormality","CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -4.609146342|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)","-4.609146342","false","interacts-with","TRRAP (interacts-with) TRRAP","High Throughput"
"pubmed:25416956","Two-hybrid","physical","interacts-with","","ZNF572 (interacts-with) KLC3","","",,"false","interacts-with","ZNF572 (interacts-with) KLC3","High Throughput"
"pubmed:27114453","Affinity Capture-MS","physical","interacts-with","","UHRF2 (interacts-with) BCLAF1","","",,"false","interacts-with","UHRF2 (interacts-with) BCLAF1","High Throughput"
"pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) HUWE1","","",,"false","interacts-with","CYLD (interacts-with) HUWE1","High Throughput"
"pubmed:25416956","Two-hybrid","physical","interacts-with","","ZNF572 (interacts-with) KRTAP10-7","","",,"false","interacts-with","ZNF572 (interacts-with) KRTAP10-7","High Throughput"
"pubmed:31010829","Affinity Capture-MS","physical","interacts-with","","NIPBL (interacts-with) CKAP5","","",,"false","interacts-with","NIPBL (interacts-with) CKAP5","High Throughput"
"pubmed:25416956|pubmed:32296183","Two-hybrid","physical","interacts-with","","ZNF572 (interacts-with) KRTAP10-8","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","ZNF572 (interacts-with) KRTAP10-8","High Throughput"
"pubmed:31010829","Affinity Capture-MS","physical","interacts-with","","NIPBL (interacts-with) KPRP","","",,"false","interacts-with","NIPBL (interacts-with) KPRP","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) KRT5","","",,"false","interacts-with","CYLD (interacts-with) KRT5","High Throughput"
"pubmed:31010829","Affinity Capture-MS","physical","interacts-with","","NIPBL (interacts-with) FLNA","","",,"false","interacts-with","NIPBL (interacts-with) FLNA","High Throughput"
"pubmed:31010829","Affinity Capture-MS|Affinity Capture-Western","physical","interacts-with","","NIPBL (interacts-with) SNRNP200","","",,"false","interacts-with","NIPBL (interacts-with) SNRNP200","High Throughput|Low Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) PABPC1","","",,"false","interacts-with","CYLD (interacts-with) PABPC1","High Throughput"
"pubmed:27114453|pubmed:30335751","Affinity Capture-MS|Co-localization|Reconstituted Complex","physical","interacts-with","","UHRF2 (interacts-with) FANCD2","","Source of FANCD2 not clear",,"false","interacts-with","UHRF2 (interacts-with) FANCD2","High Throughput|Low Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) FLG2","","",,"false","interacts-with","CYLD (interacts-with) FLG2","High Throughput"
"pubmed:31010829","Affinity Capture-MS","physical","interacts-with","","NIPBL (interacts-with) TUBB8","","",,"false","interacts-with","NIPBL (interacts-with) TUBB8","High Throughput"
"pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) PARP4","","",,"false","interacts-with","CYLD (interacts-with) PARP4","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) TP53","","",,"false","interacts-with","Apc2 (interacts-with) TP53","High Throughput"
"pubmed:30862715","Negative Genetic","genetic","interacts-with","","TP53 (interacts-with) SPATA31A1","","CRISPR GI screen|Cell Line:  hESC|Experimental Setup: Drug Exposure: Cisplatin CHEBI:27899|GIST: Mono-phenotypic suppressing genetic interaction|KO of hit genes re-sensitizes TP53 KO cells to cisplatin|Library: GeckoV2|Significance Threshold: p<0.01",,"false","interacts-with","TP53 (interacts-with) SPATA31A1","Low Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","IGLL5 (interacts-with) PLXNA3","","BioPlex HCT HCT116 cells CompPASS score = 0.946841129, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.946841129","false","interacts-with","IGLL5 (interacts-with) PLXNA3","High Throughput"
"pubmed:30862715","Negative Genetic","genetic","interacts-with","","TP53 (interacts-with) KMT2D","","CRISPR GI screen|Cell Line:  hESC|Experimental Setup: Drug Exposure: Cisplatin CHEBI:27899|GIST: Mono-phenotypic suppressing genetic interaction|KO of hit genes re-sensitizes TP53 KO cells to cisplatin|Library: GeckoV2|Significance Threshold: p<0.01",,"false","interacts-with","TP53 (interacts-with) KMT2D","Low Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","ZSCAN10 (interacts-with) KRTAP10-7","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","ZSCAN10 (interacts-with) KRTAP10-7","High Throughput"
"pubmed:27114453","Affinity Capture-MS","physical","interacts-with","","UHRF2 (interacts-with) CHD8","","",,"false","interacts-with","UHRF2 (interacts-with) CHD8","High Throughput"
"pubmed:30021884","Proximity Label-MS","physical","interacts-with","","DNAH5 (interacts-with) RRBP1","","interaction identified using XL-MS (cross-linking mass spectrometry): unfractionated cells or TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in a parallel experiment using TX100-soluble fractions",,"false","interacts-with","DNAH5 (interacts-with) RRBP1","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) SLC25A5","","",,"false","interacts-with","CYLD (interacts-with) SLC25A5","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","COX10 (interacts-with) SUOX","","BioPlex HCT HCT116 cells CompPASS score = 0.87681982, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.87681982","false","interacts-with","COX10 (interacts-with) SUOX","High Throughput"
"pubmed:27173435","Affinity Capture-MS","physical","interacts-with","","CAMSAP2 (interacts-with) SRGAP2","","",,"false","interacts-with","CAMSAP2 (interacts-with) SRGAP2","High Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","SPRY3 (interacts-with) LCE1F","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","SPRY3 (interacts-with) LCE1F","High Throughput"
"pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) CKAP5","","",,"false","interacts-with","CYLD (interacts-with) CKAP5","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) SETD1A","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) SETD1A","High Throughput"
"pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) HERC2","","",,"false","interacts-with","CYLD (interacts-with) HERC2","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) RRBP1","","",,"false","interacts-with","Apc2 (interacts-with) RRBP1","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) SCAF1","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) SCAF1","High Throughput"
"pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) UBR4","","",,"false","interacts-with","CYLD (interacts-with) UBR4","High Throughput"
"pubmed:30862715","Negative Genetic","genetic","interacts-with","","TP53 (interacts-with) ATN1","","CRISPR GI screen|Cell Line:  hESC|Experimental Setup: Drug Exposure: Cisplatin CHEBI:27899|GIST: Mono-phenotypic suppressing genetic interaction|KO of hit genes re-sensitizes TP53 KO cells to cisplatin|Library: GeckoV2|Significance Threshold: p<0.01",,"false","interacts-with","TP53 (interacts-with) ATN1","Low Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) AHNAK","","",,"false","interacts-with","Apc2 (interacts-with) AHNAK","High Throughput"
"pubmed:22939629","Co-fractionation","physical","interacts-with","","PGM5 (interacts-with) VCL","","Denoised score >= 0.75","0.832","false","interacts-with","PGM5 (interacts-with) VCL","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) HSP90AB1","","",,"false","interacts-with","CYLD (interacts-with) HSP90AB1","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) RRP7A","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) RRP7A","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) PDE4DIP","","",,"false","interacts-with","CYLD (interacts-with) PDE4DIP","High Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","SPRY3 (interacts-with) ZNF587","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","SPRY3 (interacts-with) ZNF587","High Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","SPRY3 (interacts-with) KPRP","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","SPRY3 (interacts-with) KPRP","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) TAF1A","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) TAF1A","High Throughput"
"pubmed:19490893|pubmed:34373451","Synthetic Lethality|Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) ANAPC1","Growth abnormality|Growth abnormality[viability]","RNAi screen|CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) ANAPC1","High Throughput"
"pubmed:19490893","Synthetic Lethality","genetic","interacts-with","","KRAS (interacts-with) ARID1B","Growth abnormality","RNAi screen",,"false","interacts-with","KRAS (interacts-with) ARID1B","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","RPL15 (interacts-with) ASH1L","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.923909595, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.923909595","false","interacts-with","RPL15 (interacts-with) ASH1L","High Throughput"
"pubmed:28514442|pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","HLA-DQB2 (interacts-with) POTEF","","BioPlex 2.0 HEK 293T cells CompPASS score = 0.920256377, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.941335538, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.920256377|0.941335538","false","interacts-with","HLA-DQB2 (interacts-with) POTEF","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) PRPF8","","",,"false","interacts-with","Apc2 (interacts-with) PRPF8","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) HADHB","","",,"false","interacts-with","CYLD (interacts-with) HADHB","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) SMC4","","",,"false","interacts-with","Apc2 (interacts-with) SMC4","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","INF2 (interacts-with) TUBGCP6","","BioPlex HCT HCT116 cells CompPASS score = 0.898002616, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.898002616","false","interacts-with","INF2 (interacts-with) TUBGCP6","High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) HLA-A","","",,"false","interacts-with","GPC1 (interacts-with) HLA-A","High Throughput"
"pubmed:28319113","Negative Genetic","genetic","interacts-with","","BRD4 (interacts-with) FGFR3","Growth abnormality|HEK-293T cell|viability","CRISPR GI screen|Cell Line:HEK293T EFO:0001184|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: Dual-guide CRISPRn library|Significance Threshold:FDR ~ 0.3",,"false","interacts-with","BRD4 (interacts-with) FGFR3","High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) LAMA3","","",,"false","interacts-with","GPC1 (interacts-with) LAMA3","High Throughput"
"pubmed:34373451","Negative Genetic","genetic","interacts-with","","KRAS (interacts-with) TBC1D3F","Growth abnormality[viability]","CRISPR GI screen|Cell Line: PC9-Cas9-KRASG12V|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05",,"false","interacts-with","KRAS (interacts-with) TBC1D3F","High Throughput"
"pubmed:25416956|pubmed:21516116","Two-hybrid","physical","interacts-with","","KLC3 (interacts-with) KLC3","","",,"false","interacts-with","KLC3 (interacts-with) KLC3","High Throughput"
"pubmed:27591049|pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) DYNC1H1","","",,"false","interacts-with","CYLD (interacts-with) DYNC1H1","High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) LAMC2","","",,"false","interacts-with","GPC1 (interacts-with) LAMC2","High Throughput"
"pubmed:10490605|pubmed:17568778|pubmed:26779844|pubmed:30561431","Reconstituted Complex|Affinity Capture-Luminescence|Protein-peptide|Affinity Capture-MS","physical","interacts-with","","TANK (interacts-with) TANK","","forms homo-oligomers as determined by LUMIER assay|E. coli cell surface display system|Virotrap",,"false","interacts-with","TANK (interacts-with) TANK","Low Throughput|High Throughput"
"pubmed:19490893","Synthetic Lethality","genetic","interacts-with","","KRAS (interacts-with) CCDC171","Growth abnormality","RNAi screen",,"false","interacts-with","KRAS (interacts-with) CCDC171","High Throughput"
"pubmed:28319113|pubmed:32416067","Negative Genetic|Affinity Capture-MS","genetic|physical","interacts-with","","BRD4 (interacts-with) RB1","Growth abnormality|HEK-293T cell|viability","CRISPR GI screen|Cell Line:HEK293T EFO:0001184|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: Dual-guide CRISPRn library|Significance Threshold:FDR ~ 0.3",,"false","interacts-with","BRD4 (interacts-with) RB1","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) ZNF592","","",,"false","interacts-with","Apc2 (interacts-with) ZNF592","High Throughput"
"pubmed:26496610|pubmed:34432599","Affinity Capture-MS|Proximity Label-MS","physical","interacts-with","","RAB7A (interacts-with) TRPM7","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)|+CCCP WT score 0.03|-CCCP WT score 0.15|Proximity Label-MS was carried out to identify high confidence protein-protein interactors with FDR<1% (FDR reported)",,"false","interacts-with","RAB7A (interacts-with) TRPM7","High Throughput"
"pubmed:19490893","Synthetic Lethality","genetic","interacts-with","","KRAS (interacts-with) CACNA2D2","Growth abnormality","RNAi screen",,"false","interacts-with","KRAS (interacts-with) CACNA2D2","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","YWHAZ (interacts-with) VPS13D","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.999459956, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999459956","false","interacts-with","YWHAZ (interacts-with) VPS13D","High Throughput"
"pubmed:9291131|pubmed:11367533","Reconstituted Complex","physical","interacts-with","","CFH (interacts-with) C3","","",,"false","interacts-with","CFH (interacts-with) C3","Low Throughput"
"pubmed:31209349","Affinity Capture-Western","physical","interacts-with","","BRD4 (interacts-with) DCAF16","","",,"false","interacts-with","BRD4 (interacts-with) DCAF16","Low Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) TUBB8","","",,"false","interacts-with","Apc2 (interacts-with) TUBB8","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) LCN1","","",,"false","interacts-with","CYLD (interacts-with) LCN1","High Throughput"
"pubmed:32129710","Affinity Capture-MS","physical","interacts-with","","Apc2 (interacts-with) SRRM2","","",,"false","interacts-with","Apc2 (interacts-with) SRRM2","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) KPRP","","",,"false","interacts-with","CYLD (interacts-with) KPRP","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","PCDHA7 (interacts-with) PCDHA2","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999972, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999999972","false","interacts-with","PCDHA7 (interacts-with) PCDHA2","High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) CLU","","",,"false","interacts-with","GPC1 (interacts-with) CLU","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) KRT6A","","",,"false","interacts-with","CYLD (interacts-with) KRT6A","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) RPL15","","",,"false","interacts-with","CYLD (interacts-with) RPL15","High Throughput"
"pubmed:31343991","Affinity Capture-MS","physical","interacts-with","","CUL9 (interacts-with) POTEJ","","",,"false","interacts-with","CUL9 (interacts-with) POTEJ","High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) FLNA","","",,"false","interacts-with","GPC1 (interacts-with) FLNA","High Throughput"
"pubmed:22863883","Co-fractionation","physical","interacts-with","","FLNA (interacts-with) DYNC1H1","","",,"false","interacts-with","FLNA (interacts-with) DYNC1H1","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) RNF213","","",,"false","interacts-with","CYLD (interacts-with) RNF213","High Throughput"
"pubmed:30021884","Proximity Label-MS","physical","interacts-with","","AHNAK (interacts-with) OR10H1","","interaction identified using XL-MS (cross-linking mass spectrometry): lysates from unfractionated cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using TX100-soluble or TX100-insoluble fractions",,"false","interacts-with","AHNAK (interacts-with) OR10H1","High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) PLEC","","",,"false","interacts-with","GPC1 (interacts-with) PLEC","High Throughput"
"pubmed:22939629","Co-fractionation","physical","interacts-with","","BAZ1B (interacts-with) TOP2B","","Denoised score >= 0.75","0.911","false","interacts-with","BAZ1B (interacts-with) TOP2B","High Throughput"
"pubmed:25416956","Two-hybrid","physical","interacts-with","","ZNF320 (interacts-with) KRTAP10-7","","",,"false","interacts-with","ZNF320 (interacts-with) KRTAP10-7","High Throughput"
"pubmed:27591049|pubmed:31762063","Affinity Capture-MS|Proximity Label-MS","physical","interacts-with","","CYLD (interacts-with) FLNA","","assayed using BioID (proximity-dependent biotin identification)",,"false","interacts-with","CYLD (interacts-with) FLNA","High Throughput"
"pubmed:21447625","Affinity Capture-Western","physical","interacts-with","","PGR (interacts-with) BPTF","","",,"false","interacts-with","PGR (interacts-with) BPTF","Low Throughput"
"pubmed:11448995|pubmed:17716621|pubmed:23414517","Two-hybrid|Reconstituted Complex|Affinity Capture-Western","physical","interacts-with","","TTN (interacts-with) OBSCN","","",,"false","interacts-with","TTN (interacts-with) OBSCN","Low Throughput|High Throughput"
"pubmed:27576135","Affinity Capture-MS","physical","interacts-with","","GPC1 (interacts-with) RAB7A","","",,"false","interacts-with","GPC1 (interacts-with) RAB7A","High Throughput"
"pubmed:28514442|pubmed:27034005|pubmed:31980649|pubmed:27684187|pubmed:30194290|pubmed:28205554|pubmed:34079125|pubmed:33961781","Affinity Capture-MS|Proximity Label-MS|FRET","physical","interacts-with","","BRAF (interacts-with) KRAS","","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999983793, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).|BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.|Time-resolved fluorescence energy transfer (TR-FRET)|BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.999966415, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999983793|11.07661408|340.0|0.999966415","false","interacts-with","BRAF (interacts-with) KRAS","High Throughput"
"pubmed:27591049","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) BMS1","","",,"false","interacts-with","CYLD (interacts-with) BMS1","High Throughput"
"pubmed:27591049|pubmed:31067453","Affinity Capture-MS","physical","interacts-with","","CYLD (interacts-with) CAD","","",,"false","interacts-with","CYLD (interacts-with) CAD","High Throughput"
