"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"RNF213 (FI) UBC","false",,"RNF213 (FI) UBC"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR11L1 (FI) PRKACB","false",,"OR11L1 (FI) PRKACB"
"FI","expression regulates","->","1.0",,"EGR1 (FI) FN1","false",,"EGR1 (FI) FN1"
"FI","complex","-","1.0",,"MYO1C (FI) RIPOR2","false",,"MYO1C (FI) RIPOR2"
"FI","complex; input","-","1.0",,"PAK2 (FI) PLXNA3","false",,"PAK2 (FI) PLXNA3"
"FI","catalyze; catalyzed by; complex; input; predicted; reaction","<->","1.0",,"GRB2 (FI) VAV1","false",,"GRB2 (FI) VAV1"
"FI","activate; inhibited by","|->","1.0",,"BAX (FI) GSN","false",,"BAX (FI) GSN"
"FI","complex","-","1.0",,"AKAP9 (FI) DCTN1","false",,"AKAP9 (FI) DCTN1"
"FI","expression regulated by","<-","1.0",,"BAX (FI) EP300","false",,"BAX (FI) EP300"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"EZR (FI) PRKACB","false",,"EZR (FI) PRKACB"
"FI","predicted","-","0.99",,"CHD8 (FI) CTCF","false",,"CHD8 (FI) CTCF"
"FI","PPrel: activated by; expression regulates","<->","1.0",,"CTBP2 (FI) MECOM","false",,"CTBP2 (FI) MECOM"
"FI","reaction","-","1.0",,"RAC1 (FI) RHOQ","false",,"RAC1 (FI) RHOQ"
"FI","PPrel: activated, indirect effect; catalyzed by","<-","1.0",,"CTNNB1 (FI) FZD8","false",,"CTNNB1 (FI) FZD8"
"FI","expression regulates","->","1.0",,"EP300 (FI) MAGEA6","false",,"EP300 (FI) MAGEA6"
"FI","complex; input","-","1.0",,"ABCA1 (FI) RXRA","false",,"ABCA1 (FI) RXRA"
"FI","complex; input","-","1.0",,"ARRB2 (FI) HCK","false",,"ARRB2 (FI) HCK"
"FI","complex; input","-","1.0",,"ACTB (FI) FN1","false",,"ACTB (FI) FN1"
"FI","complex; reaction","-","1.0",,"EDN1 (FI) HCK","false",,"EDN1 (FI) HCK"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR2L5","false",,"GNG13 (FI) OR2L5"
"FI","predicted","-","0.64",,"BRCA1 (FI) RB1","false",,"BRCA1 (FI) RB1"
"FI","expression regulates","->","1.0",,"EGR1 (FI) VRTN","false",,"EGR1 (FI) VRTN"
"FI","catalyze; input","->","1.0",,"RB1 (FI) UBC","false",,"RB1 (FI) UBC"
"FI","catalyze","->","1.0",,"FYN (FI) KRAS","false",,"FYN (FI) KRAS"
"FI","predicted","-","0.64",,"PGR (FI) POU2F1","false",,"PGR (FI) POU2F1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2L5 (FI) PRKACA","false",,"OR2L5 (FI) PRKACA"
"FI","input","-","1.0",,"DYNC1H1 (FI) HLA-DQB2","false",,"DYNC1H1 (FI) HLA-DQB2"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2L2 (FI) PRKACA","false",,"OR2L2 (FI) PRKACA"
"FI","input","-","1.0",,"PCDHA5 (FI) PCDHB16","false",,"PCDHA5 (FI) PCDHB16"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2L8 (FI) PRKACA","false",,"OR2L8 (FI) PRKACA"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR2AK2","false",,"GNB1 (FI) OR2AK2"
"FI","predicted","-","0.64",,"FAM8A1 (FI) SYVN1","false",,"FAM8A1 (FI) SYVN1"
"FI","PPrel: activated by, phosphorylation; PPrel: activation; catalyze","<->","1.0",,"CAV1 (FI) FYN","false",,"CAV1 (FI) FYN"
"FI","predicted","-","0.63",,"STAT1 (FI) USF1","false",,"STAT1 (FI) USF1"
"FI","complex; input","-","1.0",,"KCNQ2 (FI) SPTB","false",,"KCNQ2 (FI) SPTB"
"FI","predicted","-","0.63",,"STAT1 (FI) USF2","false",,"STAT1 (FI) USF2"
"FI","PPrel: activated by; activated by; catalyzed by","<-","1.0",,"RHOA (FI) VAV1","false",,"RHOA (FI) VAV1"
"FI","PPrel: activated, indirect effect; PPrel: activated, phosphorylation, indirect effect; PPrel: inhibition, phosphorylation; activated by; catalyze; catalyzed by; complex; inhibited by; input","-","1.0",,"MAPK1 (FI) NRAS","false",,"MAPK1 (FI) NRAS"
"FI","predicted","-","0.64",,"SGTA (FI) TMUB2","false",,"SGTA (FI) TMUB2"
"FI","catalyze","->","1.0",,"GRIN2D (FI) RAC1","false",,"GRIN2D (FI) RAC1"
"FI","complex; input","-","1.0",,"EGFR (FI) GPNMB","false",,"EGFR (FI) GPNMB"
"FI","catalyzed by","<-","1.0",,"ABCA1 (FI) PRKACB","false",,"ABCA1 (FI) PRKACB"
"FI","GErel: expression, indirect effect","<-","1.0",,"HSD17B7 (FI) PRKACB","false",,"HSD17B7 (FI) PRKACB"
"FI","expression regulates","->","1.0",,"CTBP2 (FI) GATA2","false",,"CTBP2 (FI) GATA2"
"FI","expression regulated by","<-","1.0",,"LTF (FI) SP1","false",,"LTF (FI) SP1"
"FI","predicted","-","0.64",,"CALM3 (FI) MYC","false",,"CALM3 (FI) MYC"
"FI","PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect","<-","1.0",,"CACNA1F (FI) PRKACB","false",,"CACNA1F (FI) PRKACB"
"FI","expression regulated by","<-","1.0",,"NF1 (FI) TFAP2A","false",,"NF1 (FI) TFAP2A"
"FI","complex","-","1.0",,"HDAC1 (FI) ZNFX1","false",,"HDAC1 (FI) ZNFX1"
"FI","complex; input; reaction","-","1.0",,"CCNC (FI) RXRA","false",,"CCNC (FI) RXRA"
"FI","expression regulated by","<-","1.0",,"MYC (FI) RAD21","false",,"MYC (FI) RAD21"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2J3 (FI) PRKACA","false",,"OR2J3 (FI) PRKACA"
"FI","PPrel: activated by","<-","1.0",,"ACTB (FI) ILK","false",,"ACTB (FI) ILK"
"FI","predicted","-","0.64",,"APP (FI) FN1","false",,"APP (FI) FN1"
"FI","complex; input; reaction","-","1.0",,"ESR1 (FI) RAD21","false",,"ESR1 (FI) RAD21"
"FI","predicted","-","1.0",,"CCNC (FI) RB1","false",,"CCNC (FI) RB1"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) TAL1","false",,"EDN1 (FI) TAL1"
"FI","complex; input","-","1.0",,"CLIP1 (FI) NUP85","false",,"CLIP1 (FI) NUP85"
"FI","complex","-","1.0",,"COL5A1 (FI) FN1","false",,"COL5A1 (FI) FN1"
"FI","complex; input","-","1.0",,"FYN (FI) STAT1","false",,"FYN (FI) STAT1"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) FOXA1","false",,"EDN1 (FI) FOXA1"
"FI","input","-","1.0",,"FAT2 (FI) PCDHGA1","false",,"FAT2 (FI) PCDHGA1"
"FI","predicted","-","0.64",,"CSNK1E (FI) FAM83H","false",,"CSNK1E (FI) FAM83H"
"FI","complex; inhibite; inhibited by; input","|-|","1.0",,"CDC42 (FI) CTNNB1","false",,"CDC42 (FI) CTNNB1"
"FI","predicted","-","0.64",,"ABL1 (FI) PKD1","false",,"ABL1 (FI) PKD1"
"FI","expression regulates","->","1.0",,"EGR1 (FI) ZNF646","false",,"EGR1 (FI) ZNF646"
"FI","predicted","-","0.64",,"RXRA (FI) TBP","false",,"RXRA (FI) TBP"
"FI","complex","-","1.0",,"CKAP5 (FI) DCTN1","false",,"CKAP5 (FI) DCTN1"
"FI","expression regulates","->","1.0",,"JUN (FI) SFTPA1","false",,"JUN (FI) SFTPA1"
"FI","predicted","-","0.64",,"ARRB2 (FI) KIR2DL4","false",,"ARRB2 (FI) KIR2DL4"
"FI","expression regulated by","<-","1.0",,"ADH6 (FI) SP1","false",,"ADH6 (FI) SP1"
"FI","input","-","1.0",,"DCTN1 (FI) HLA-DRB5","false",,"DCTN1 (FI) HLA-DRB5"
"FI","complex; input","-","1.0",,"MRPL36 (FI) TUFM","false",,"MRPL36 (FI) TUFM"
"FI","predicted","-","0.99",,"BRD4 (FI) CCNT1","false",,"BRD4 (FI) CCNT1"
"FI","predicted","-","0.64",,"GRB2 (FI) MYH9","false",,"GRB2 (FI) MYH9"
"FI","complex","-","1.0",,"RIPOR2 (FI) SPTAN1","false",,"RIPOR2 (FI) SPTAN1"
"FI","catalyze; complex; input","->","1.0",,"CDK2 (FI) UBC","false",,"CDK2 (FI) UBC"
"FI","complex; input","-","1.0",,"MYO1C (FI) POLR2F","false",,"MYO1C (FI) POLR2F"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"RLIM (FI) UBC","false",,"RLIM (FI) UBC"
"FI","predicted","-","0.97",,"PLXNB3 (FI) PLXND1","false",,"PLXNB3 (FI) PLXND1"
"FI","complex; input","-","1.0",,"BRCA1 (FI) HERC2","false",,"BRCA1 (FI) HERC2"
"FI","expression regulates","->","1.0",,"FOS (FI) ZNF595","false",,"FOS (FI) ZNF595"
"FI","activated by","<-","1.0",,"ADCY5 (FI) EDN1","false",,"ADCY5 (FI) EDN1"
"FI","complex; input; reaction","-","1.0",,"POU2F1 (FI) SP1","false",,"POU2F1 (FI) SP1"
"FI","catalyze; input","->","1.0",,"BRCA1 (FI) UBC","false",,"BRCA1 (FI) UBC"
"FI","PPrel: activation","->","1.0",,"MAPK1 (FI) SP1","false",,"MAPK1 (FI) SP1"
"FI","GErel: expression; complex; expression regulated by; expression regulates; input","<->","1.0",,"FOS (FI) TP53","false",,"FOS (FI) TP53"
"FI","PPrel: activated by; PPrel: activated by, indirect","<-","1.0",,"ACTB (FI) MYL5","false",,"ACTB (FI) MYL5"
"FI","predicted","-","0.97",,"PLXNA1 (FI) PLXND1","false",,"PLXNA1 (FI) PLXND1"
"FI","predicted","-","0.97",,"PLXNA3 (FI) PLXND1","false",,"PLXNA3 (FI) PLXND1"
"FI","reaction","-","1.0",,"JUN (FI) MECOM","false",,"JUN (FI) MECOM"
"FI","PPrel: activation; PPrel: inhibited by; PPrel: inhibition; activate; catalyze; catalyzed by; inhibite; inhibited by","-","1.0",,"RAC1 (FI) RHOA","false",,"RAC1 (FI) RHOA"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2G6 (FI) PRKACA","false",,"OR2G6 (FI) PRKACA"
"FI","predicted","-","0.52",,"MATR3 (FI) SEC62","false",,"MATR3 (FI) SEC62"
"FI","PPrel: activated by","<-","1.0",,"ITGA2 (FI) VWF","false",,"ITGA2 (FI) VWF"
"FI","activate","->","1.0",,"FZD8 (FI) GNG13","false",,"FZD8 (FI) GNG13"
"FI","predicted","-","0.64",,"ITPR1 (FI) PLEC","false",,"ITPR1 (FI) PLEC"
"FI","complex; input","-","1.0",,"ESR1 (FI) POLR2F","false",,"ESR1 (FI) POLR2F"
"FI","predicted","-","0.64",,"APP (FI) PABPC1","false",,"APP (FI) PABPC1"
"FI","catalyzed by","<-","1.0",,"AKT1 (FI) STAT1","false",,"AKT1 (FI) STAT1"
"FI","expression regulated by","<-","1.0",,"MAP4 (FI) TP53","false",,"MAP4 (FI) TP53"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR6C74 (FI) PRKACB","false",,"OR6C74 (FI) PRKACB"
"FI","catalyzed by","<-","1.0",,"AKT1 (FI) STAT3","false",,"AKT1 (FI) STAT3"
"FI","expression regulates","->","1.0",,"ZNF263 (FI) ZNF646","false",,"ZNF263 (FI) ZNF646"
"FI","complex; input","-","1.0",,"APC (FI) UBC","false",,"APC (FI) UBC"
"FI","predicted","-","0.63",,"GRM6 (FI) HTR2B","false",,"GRM6 (FI) HTR2B"
"FI","catalyze","->","1.0",,"CTSF (FI) HLA-DRB5","false",,"CTSF (FI) HLA-DRB5"
"FI","expression regulates","->","1.0",,"BCLAF1 (FI) EGR1","false",,"BCLAF1 (FI) EGR1"
"FI","PPrel: inhibition","-|","1.0",,"HTT (FI) SDHA","false",,"HTT (FI) SDHA"
"FI","predicted","-","0.64",,"CDC5L (FI) JMY","false",,"CDC5L (FI) JMY"
"FI","PPrel: indirect effect","-","1.0",,"FOS (FI) KRAS","false",,"FOS (FI) KRAS"
"FI","predicted","-","0.64",,"HCK (FI) VAV1","false",,"HCK (FI) VAV1"
"FI","complex; input","-","1.0",,"PAK2 (FI) PLXNA1","false",,"PAK2 (FI) PLXNA1"
"FI","predicted","-","0.64",,"ARHGEF5 (FI) TRIM27","false",,"ARHGEF5 (FI) TRIM27"
"FI","complex; input","-","1.0",,"SCN1B (FI) SPTAN1","false",,"SCN1B (FI) SPTAN1"
"FI","complex","-","1.0",,"PARD3 (FI) RHOA","false",,"PARD3 (FI) RHOA"
"FI","PPrel: activation; PPrel: activation, indirect effect","->","1.0",,"RAC1 (FI) WASF3","false",,"RAC1 (FI) WASF3"
"FI","complex; input","-","1.0",,"GRB2 (FI) PTK2B","false",,"GRB2 (FI) PTK2B"
"FI","complex; input","-","1.0",,"CDC42 (FI) PRKCE","false",,"CDC42 (FI) PRKCE"
"FI","predicted","-","0.64",,"ABL2 (FI) HCK","false",,"ABL2 (FI) HCK"
"FI","complex; inhibit; input","-|","1.0",,"H3C15 (FI) KMT2B","false",,"H3C15 (FI) KMT2B"
"FI","PPrel: compound","-","1.0",,"CACNA1I (FI) CALM3","false",,"CACNA1I (FI) CALM3"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR1S2 (FI) PRKACB","false",,"OR1S2 (FI) PRKACB"
"FI","catalyzed by; complex; inhibite; input; reaction","<-|","1.0",,"H3C15 (FI) KMT2D","false",,"H3C15 (FI) KMT2D"
"FI","PPrel: compound","-","1.0",,"CACNA1G (FI) CALM3","false",,"CACNA1G (FI) CALM3"
"FI","catalyzed by; complex; inhibit; input; reaction","<-|","1.0",,"H3C15 (FI) KMT2C","false",,"H3C15 (FI) KMT2C"
"FI","PPrel: binding/association","-","1.0",,"ACTB (FI) MYO5B","false",,"ACTB (FI) MYO5B"
"FI","complex; inhibit; input","-|","1.0",,"H3C15 (FI) KMT2E","false",,"H3C15 (FI) KMT2E"
"FI","PPrel: binding/association","-","1.0",,"ACTB (FI) MYO5A","false",,"ACTB (FI) MYO5A"
"FI","catalyzed by","<-","1.0",,"ACTB (FI) MMP16","false",,"ACTB (FI) MMP16"
"FI","predicted","-","0.97",,"CNKSR1 (FI) RHOA","false",,"CNKSR1 (FI) RHOA"
"FI","input","-","1.0",,"HLA-DQB2 (FI) RAB7A","false",,"HLA-DQB2 (FI) RAB7A"
"FI","input","-","1.0",,"PCDHA1 (FI) PCDHB16","false",,"PCDHA1 (FI) PCDHB16"
"FI","expression regulated by","<-","1.0",,"ACTB (FI) BCLAF1","false",,"ACTB (FI) BCLAF1"
"FI","expression regulated by","<-","1.0",,"CAV1 (FI) FOS","false",,"CAV1 (FI) FOS"
"FI","activate; catalyze; complex; input","->","1.0",,"FYN (FI) VAV1","false",,"FYN (FI) VAV1"
"FI","predicted","-","0.64",,"TRIM2 (FI) UBE2U","false",,"TRIM2 (FI) UBE2U"
"FI","complex; input","-","1.0",,"L1CAM (FI) SPTBN4","false",,"L1CAM (FI) SPTBN4"
"FI","PPrel: compound","-","1.0",,"GRIN2D (FI) NOS1","false",,"GRIN2D (FI) NOS1"
"FI","complex","-","1.0",,"CTCF (FI) NCOR1","false",,"CTCF (FI) NCOR1"
"FI","expression regulated by","<-","1.0",,"APP (FI) RXRA","false",,"APP (FI) RXRA"
"FI","complex; input","-","1.0",,"CTNNB1 (FI) YWHAZ","false",,"CTNNB1 (FI) YWHAZ"
"FI","catalyzed by; complex; input","<-","1.0",,"EP300 (FI) KMT2C","false",,"EP300 (FI) KMT2C"
"FI","complex","-","1.0",,"GNG13 (FI) TAS2R46","false",,"GNG13 (FI) TAS2R46"
"FI","activate; catalyze","->","1.0",,"KRAS (FI) RAC1","false",,"KRAS (FI) RAC1"
"FI","catalyze","->","1.0",,"GRK6 (FI) HTR2B","false",,"GRK6 (FI) HTR2B"
"FI","complex; input","-","1.0",,"APP (FI) GPC1","false",,"APP (FI) GPC1"
"FI","expression regulates","->","1.0",,"JUN (FI) ZNF595","false",,"JUN (FI) ZNF595"
"FI","expression regulates","->","1.0",,"EP300 (FI) HSP90AB1","false",,"EP300 (FI) HSP90AB1"
"FI","input","-","1.0",,"CELSR1 (FI) PCDHGA1","false",,"CELSR1 (FI) PCDHGA1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR13C2 (FI) PRKACB","false",,"OR13C2 (FI) PRKACB"
"FI","PPrel: activation","->","1.0",,"HLA-B (FI) KLRC2","false",,"HLA-B (FI) KLRC2"
"FI","PPrel: activated by; input","<-","1.0",,"ACVR1B (FI) INHBE","false",,"ACVR1B (FI) INHBE"
"FI","GErel: expression","->","1.0",,"EP300 (FI) LDHB","false",,"EP300 (FI) LDHB"
"FI","PPrel: inhibited by; activate; complex; input; reaction","|->","1.0",,"BRAF (FI) YWHAZ","false",,"BRAF (FI) YWHAZ"
"FI","complex; input","-","1.0",,"DHX9 (FI) POLR2A","false",,"DHX9 (FI) POLR2A"
"FI","catalyze; input","->","1.0",,"RELB (FI) UBC","false",,"RELB (FI) UBC"
"FI","complex; input","-","1.0",,"HSP90AA1 (FI) TUBGCP6","false",,"HSP90AA1 (FI) TUBGCP6"
"FI","PPrel: binding/association","-","1.0",,"MED12L (FI) RXRA","false",,"MED12L (FI) RXRA"
"FI","input","-","1.0",,"PCDHA5 (FI) PCDHGA1","false",,"PCDHA5 (FI) PCDHGA1"
"FI","complex; input","-","1.0",,"SNRNP200 (FI) U2AF2","false",,"SNRNP200 (FI) U2AF2"
"FI","activated by; catalyze","<->","1.0",,"HTT (FI) RAC1","false",,"HTT (FI) RAC1"
"FI","GErel: expression by","<-","1.0",,"BAX (FI) HTT","false",,"BAX (FI) HTT"
"FI","reaction","-","1.0",,"MYH9 (FI) RHOQ","false",,"MYH9 (FI) RHOQ"
"FI","PPrel: inhibition","-|","1.0",,"PRKCE (FI) SLC25A5","false",,"PRKCE (FI) SLC25A5"
"FI","complex","-","1.0",,"CASK (FI) RIPOR2","false",,"CASK (FI) RIPOR2"
"FI","expression regulates","->","1.0",,"MAX (FI) NFX1","false",,"MAX (FI) NFX1"
"FI","complex; input","-","1.0",,"CKAP5 (FI) TUBGCP6","false",,"CKAP5 (FI) TUBGCP6"
"FI","complex","-","1.0",,"AKAP9 (FI) HSP90AA1","false",,"AKAP9 (FI) HSP90AA1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2M2 (FI) PRKACB","false",,"OR2M2 (FI) PRKACB"
"FI","PPrel: activated, indirect effect; PPrel: phosphorylated by","<-","1.0",,"CTNNB1 (FI) PRKACB","false",,"CTNNB1 (FI) PRKACB"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2M2 (FI) PRKACA","false",,"OR2M2 (FI) PRKACA"
"FI","complex","-","1.0",,"MYH9 (FI) SPTAN1","false",,"MYH9 (FI) SPTAN1"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR7E24","false",,"ARRB2 (FI) OR7E24"
"FI","inhibite","-|","1.0",,"ARRB2 (FI) AXIN1","false",,"ARRB2 (FI) AXIN1"
"FI","expression regulates","->","1.0",,"POU2F1 (FI) TFAP2A","false",,"POU2F1 (FI) TFAP2A"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) MAX","false",,"EDN1 (FI) MAX"
"FI","catalyze; complex; input","->","1.0",,"CCNT1 (FI) NELFE","false",,"CCNT1 (FI) NELFE"
"FI","inhibited by; input","|-","1.0",,"AKAP9 (FI) BRAF","false",,"AKAP9 (FI) BRAF"
"FI","predicted","-","0.64",,"APP (FI) EGFR","false",,"APP (FI) EGFR"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2M5 (FI) PRKACB","false",,"OR2M5 (FI) PRKACB"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2M5 (FI) PRKACA","false",,"OR2M5 (FI) PRKACA"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"CSNK2A3 (FI) KLC3","false",,"CSNK2A3 (FI) KLC3"
"FI","predicted","-","0.64",,"LILRB2 (FI) NOTCH1","false",,"LILRB2 (FI) NOTCH1"
"FI","catalyze","->","1.0",,"EGFR (FI) PRKD2","false",,"EGFR (FI) PRKD2"
"FI","expression regulates","->","1.0",,"EP300 (FI) ITPR1","false",,"EP300 (FI) ITPR1"
"FI","PPrel: activation; activate","->","1.0",,"GNB1 (FI) RAC1","false",,"GNB1 (FI) RAC1"
"FI","predicted","-","0.65",,"GORASP2 (FI) MAPK1","false",,"GORASP2 (FI) MAPK1"
"FI","catalyze; input","->","1.0",,"TP53 (FI) UBC","false",,"TP53 (FI) UBC"
"FI","activate","->","1.0",,"JAK1 (FI) VAV1","false",,"JAK1 (FI) VAV1"
"FI","catalyze; complex; inhibit; input","-","1.0",,"HSP90AA1 (FI) UBC","false",,"HSP90AA1 (FI) UBC"
"FI","predicted","-","0.64",,"ESR1 (FI) TP53","false",,"ESR1 (FI) TP53"
"FI","expression regulates","->","1.0",,"EP300 (FI) MYH14","false",,"EP300 (FI) MYH14"
"FI","PCrel: inhibited by","|-","1.0",,"CACNA1A (FI) KCNJ3","false",,"CACNA1A (FI) KCNJ3"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR3A3 (FI) PRKACA","false",,"OR3A3 (FI) PRKACA"
"FI","PPrel: binding/association","-","1.0",,"MED12L (FI) RXRB","false",,"MED12L (FI) RXRB"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR3A1 (FI) PRKACA","false",,"OR3A1 (FI) PRKACA"
"FI","catalyze; input","->","1.0",,"GLI3 (FI) UBC","false",,"GLI3 (FI) UBC"
"FI","complex; input; predicted","-","1.0",,"CAV1 (FI) RAC1","false",,"CAV1 (FI) RAC1"
"FI","PPrel: compound","-","1.0",,"CALM3 (FI) GRIN2D","false",,"CALM3 (FI) GRIN2D"
"FI","complex; input","-","1.0",,"FYN (FI) HLA-A","false",,"FYN (FI) HLA-A"
"FI","inhibite","-|","1.0",,"CYLD (FI) STAT1","false",,"CYLD (FI) STAT1"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR4N4","false",,"GNB1 (FI) OR4N4"
"FI","complex; input","-","1.0",,"ADAM21 (FI) B4GALT1","false",,"ADAM21 (FI) B4GALT1"
"FI","predicted","-","0.64",,"CLIP1 (FI) DCTN1","false",,"CLIP1 (FI) DCTN1"
"FI","predicted","-","0.69",,"CACNA1G (FI) SLC12A3","false",,"CACNA1G (FI) SLC12A3"
"FI","expression regulates","->","1.0",,"FOXA1 (FI) MECOM","false",,"FOXA1 (FI) MECOM"
"FI","reaction","-","1.0",,"ITPR1 (FI) ITPR2","false",,"ITPR1 (FI) ITPR2"
"FI","reaction","-","1.0",,"ITPR1 (FI) ITPR3","false",,"ITPR1 (FI) ITPR3"
"FI","predicted","-","0.97",,"UBE2U (FI) ZSWIM2","false",,"UBE2U (FI) ZSWIM2"
"FI","expression regulated by","<-","1.0",,"AP2M1 (FI) MAX","false",,"AP2M1 (FI) MAX"
"FI","complex","-","1.0",,"MUSK (FI) PAK2","false",,"MUSK (FI) PAK2"
"FI","predicted","-","0.64",,"SMAD4 (FI) UHRF2","false",,"SMAD4 (FI) UHRF2"
"FI","predicted","-","0.64",,"CDC5L (FI) KRT18","false",,"CDC5L (FI) KRT18"
"FI","predicted","-","0.97",,"CDK2 (FI) FGFR3","false",,"CDK2 (FI) FGFR3"
"FI","activate","->","1.0",,"DCTN1 (FI) HSP90AB1","false",,"DCTN1 (FI) HSP90AB1"
"FI","predicted","-","0.97",,"AKT1 (FI) IRS1","false",,"AKT1 (FI) IRS1"
"FI","PPrel: activated, indirect effect","<-","1.0",,"RAC1 (FI) TRAF2","false",,"RAC1 (FI) TRAF2"
"FI","activate","->","1.0",,"ARF6 (FI) RHOA","false",,"ARF6 (FI) RHOA"
"FI","activate; reaction","->","1.0",,"ITGB1 (FI) RHOA","false",,"ITGB1 (FI) RHOA"
"FI","PPrel: activation; activate; catalyze; expression regulates","->","1.0",,"EP300 (FI) STAT3","false",,"EP300 (FI) STAT3"
"FI","predicted","-","0.99",,"AKT1 (FI) ARRB2","false",,"AKT1 (FI) ARRB2"
"FI","activate; inhibited by; input","|->","1.0",,"NOTCH1 (FI) RBBP8","false",,"NOTCH1 (FI) RBBP8"
"FI","predicted","-","0.64",,"FLNA (FI) FYN","false",,"FLNA (FI) FYN"
"FI","complex; input","-","1.0",,"GNB1 (FI) HCAR2","false",,"GNB1 (FI) HCAR2"
"FI","predicted","-","0.99",,"DOK7 (FI) MUSK","false",,"DOK7 (FI) MUSK"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"JUN (FI) PRKACB","false",,"JUN (FI) PRKACB"
"FI","predicted","-","0.64",,"ESR1 (FI) MMS19","false",,"ESR1 (FI) MMS19"
"FI","PPrel: activated, phosphorylation, indirect effect","<-","1.0",,"MAPK1 (FI) PRKCE","false",,"MAPK1 (FI) PRKCE"
"FI","expression regulated by","<-","1.0",,"APP (FI) EP300","false",,"APP (FI) EP300"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"BAX (FI) PRKACB","false",,"BAX (FI) PRKACB"
"FI","complex; input; reaction","-","1.0",,"CCNC (FI) HELZ2","false",,"CCNC (FI) HELZ2"
"FI","predicted","-","0.64",,"SKOR1 (FI) SMAD3","false",,"SKOR1 (FI) SMAD3"
"FI","predicted","-","0.64",,"EGFR (FI) TRAF2","false",,"EGFR (FI) TRAF2"
"FI","PPrel: activated by","<-","1.0",,"ACTR3B (FI) WASF3","false",,"ACTR3B (FI) WASF3"
"FI","activate","->","1.0",,"STRC (FI) USH1C","false",,"STRC (FI) USH1C"
"FI","predicted","-","0.64",,"AMER1 (FI) AMER3","false",,"AMER1 (FI) AMER3"
"FI","complex; input","-","1.0",,"F8 (FI) SEC24A","false",,"F8 (FI) SEC24A"
"FI","PPrel: activation","->","1.0",,"ANK2 (FI) ITPR1","false",,"ANK2 (FI) ITPR1"
"FI","predicted","-","1.0",,"AP1G1 (FI) AP2M1","false",,"AP1G1 (FI) AP2M1"
"FI","expression regulates","->","1.0",,"EGR1 (FI) TFAP2A","false",,"EGR1 (FI) TFAP2A"
"FI","predicted","-","0.64",,"C1D (FI) HTT","false",,"C1D (FI) HTT"
"FI","catalyze; catalyzed by; complex; inhibite; input","<-","1.0",,"RBX1 (FI) UBC","false",,"RBX1 (FI) UBC"
"FI","predicted","-","0.64",,"EZR (FI) YWHAZ","false",,"EZR (FI) YWHAZ"
"FI","complex; input","-","1.0",,"PARD3 (FI) UBC","false",,"PARD3 (FI) UBC"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"CD247 (FI) HLA-DQB2","false",,"CD247 (FI) HLA-DQB2"
"FI","predicted","-","0.64",,"KRT18 (FI) PLEC","false",,"KRT18 (FI) PLEC"
"FI","activate; inhibited by; input","|->","1.0",,"CTNNB1 (FI) HDAC1","false",,"CTNNB1 (FI) HDAC1"
"FI","expression regulates","->","1.0",,"BRCA1 (FI) STAT3","false",,"BRCA1 (FI) STAT3"
"FI","predicted","-","0.64",,"SMAD3 (FI) ZNF329","false",,"SMAD3 (FI) ZNF329"
"FI","complex; input","-","1.0",,"CKAP5 (FI) DYNC1H1","false",,"CKAP5 (FI) DYNC1H1"
"FI","complex; input","-","1.0",,"CTCF (FI) POLR2A","false",,"CTCF (FI) POLR2A"
