"citation","Confidence Value","interaction","Interaction Detection Methods","name","Presence In Other Species","Publication 1st Author","selected","shared interaction","shared name","Source Databases"
"pubmed:31152661","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) MUC2",,"Wu C (2020)","false","interacts-with","TP53 (interacts-with) MUC2",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP5-2 (interacts-with) LCE2B",,"Luck K (2020)","false","interacts-with","KRTAP5-2 (interacts-with) LCE2B",
"pubmed:25940091","0.63","interacts-with","MI:0004(affinity chromatography technology)","RPTOR (interacts-with) TUBB8",,"Fonseca BD (2015)","false","interacts-with","RPTOR (interacts-with) TUBB8","biogrid"
"pubmed:29395067","0.63","interacts-with","bioid","ALG13 (interacts-with) ARID1B",,"Youn JY (2018)","false","interacts-with","ALG13 (interacts-with) ARID1B",
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) NNT",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) NNT",
"pubmed:29659741","0.56","interacts-with","MI:0096(pull down)","FMN2 (interacts-with) FMN2",,"Lian G (2019)","false","interacts-with","FMN2 (interacts-with) FMN2",
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) PLCH2",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) PLCH2",
"pubmed:12837248|pubmed:22939629","0.88","interacts-with","Affinity Capture-MS|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0401(biochemical)","BAZ1B (interacts-with) TOP2B",,"Kitagawa H (2003)|Havugimana PC (2012)","false","interacts-with","BAZ1B (interacts-with) TOP2B","biogrid"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) SPTA1",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) SPTA1",
"pubmed:15194684","0.52","interacts-with","MI:0492(in vitro)","CDC42BPG (interacts-with) CDC42BPG",,"Ng Y (2004)","false","interacts-with","CDC42BPG (interacts-with) CDC42BPG","MI:0468(hprd)|i2d"
"pubmed:31343991","0.63","interacts-with","MI:0004(affinity chromatography technology)","CUL9 (interacts-with) POTEJ",,"Wang P (2019)","false","interacts-with","CUL9 (interacts-with) POTEJ",
"pubmed:29128334","0.63","interacts-with","MI:0004(affinity chromatography technology)","SDHA (interacts-with) LDHB",,"Malty RH (2017)","false","interacts-with","SDHA (interacts-with) LDHB","biogrid"
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","SDHA (interacts-with) GCN1",,"Havugimana PC (2012)","false","interacts-with","SDHA (interacts-with) GCN1","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","RBP3 (interacts-with) KPRP",,"Luck K (2020)","false","interacts-with","RBP3 (interacts-with) KPRP",
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) ZNF236",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) ZNF236","biogrid"
"pubmed:19293945","0.63","interacts-with","MI:0018(two hybrid)","FLNC (interacts-with) ZNF236",,"Bell R (2009)","false","interacts-with","FLNC (interacts-with) ZNF236","bell09"
"pubmed:29578633","0.79","interacts-with","MI:0053(fluorescence polarization spectroscopy)","APBA2 (interacts-with) APBA2",,"Jensen TMT (2018)","false","interacts-with","APBA2 (interacts-with) APBA2",
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HLA-A (interacts-with) HLA-C",,"Ewing RM (2007)","false","interacts-with","HLA-A (interacts-with) HLA-C","MI:0469(intact)"
"pubmed:12794140","0.74","interacts-with","FRET|MI:0055(fluorescent resonance energy transfer)","HLA-C (interacts-with) HLA-C",,"Faure M (2003)","false","interacts-with","HLA-C (interacts-with) HLA-C","biogrid"
"pubmed:30462309","0.63","interacts-with","MI:0004(affinity chromatography technology)","MECOM (interacts-with) KHDRBS1",,"Ivanochko D (2019)","false","interacts-with","MECOM (interacts-with) KHDRBS1",
"pubmed:32801337","0.63","interacts-with","MI:0004(affinity chromatography technology)","SOSTDC1 (interacts-with) PLEC",,"Bartolom?? RA (2020)","false","interacts-with","SOSTDC1 (interacts-with) PLEC",
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","PLEC (interacts-with) DNAH3",,"Fasci D (2018)","false","interacts-with","PLEC (interacts-with) DNAH3","MI:0469(intact)"
"pubmed:19375531","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","EIF4EBP1 (interacts-with) HSP90AB1",,"Laenger A (2009)","false","interacts-with","EIF4EBP1 (interacts-with) HSP90AB1","MI:0471(mint)|MI:0469(intact)"
"pubmed:32707033","0.56","interacts-with","MI:0096(pull down)","GRK6 (interacts-with) CAD",,"Buljan M (2020)","false","interacts-with","GRK6 (interacts-with) CAD",
"pubmed:25416956|pubmed:32296183","0.73","interacts-with","MI:0018(two hybrid)","AHNAK (interacts-with) AHNAK",,"Rolland T (2014)|Luck K (2020)","false","interacts-with","AHNAK (interacts-with) AHNAK","biogrid|MI:0469(intact)"
"pubmed:31239290|pubmed:32416067|pubmed:30554943","0.74","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) KHDRBS1",,"Erber L (2019)|Shu S (2020)|Lambert JP (2018)","false","interacts-with","BRD4 (interacts-with) KHDRBS1",
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","PGM5 (interacts-with) VCL",,"Havugimana PC (2012)","false","interacts-with","PGM5 (interacts-with) VCL","biogrid"
"pubmed:25920683|pubmed:28514442","0.82","interacts-with","MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)","DDX41 (interacts-with) SRRM2",,"Polprasert C (2015)|Huttlin EL (2017)","false","interacts-with","DDX41 (interacts-with) SRRM2","MI:0469(intact)|biogrid"
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","HOXA1 (interacts-with) ALG13",,"Rolland T (2014)","false","interacts-with","HOXA1 (interacts-with) ALG13","biogrid|MI:0469(intact)"
"pubmed:33567268","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) HUWE1",,"Kaiho-Soma A (2021)","false","interacts-with","BRD4 (interacts-with) HUWE1",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","INF2 (interacts-with) HERC1",,"Huttlin EL (2021)","false","interacts-with","INF2 (interacts-with) HERC1",
"pubmed:33846359","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","PGR (interacts-with) HSP90AB1",,"Pateetin P (2021)","false","interacts-with","PGR (interacts-with) HSP90AB1",
"pubmed:15020244|pubmed:32801337","0.75","interacts-with","MI:0493(in vivo)|MI:0004(affinity chromatography technology)","SOSTDC1 (interacts-with) SOSTDC1",,"Yanagita M (2004)|Bartolom?? RA (2020)","false","interacts-with","SOSTDC1 (interacts-with) SOSTDC1","MI:0468(hprd)|i2d"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","HOXA1 (interacts-with) IGFN1",,"Luck K (2020)","false","interacts-with","HOXA1 (interacts-with) IGFN1",
"pubmed:11294897|pubmed:14732692|pubmed:10918587|pubmed:23972473|pubmed:24120763","0.9","interacts-with","MI:0492(in vitro)|MI:0107(surface plasmon resonance)|MI:0415(enzymatic study)|MI:0424(protein kinase assay)|MI:0077(nuclear magnetic resonance)","FGFR3 (interacts-with) FGFR3",,"Hart KC (2001)|Olsen SK (2004)|Hart KC (2000)|Huang Z (2013)|Bocharov EV (2013)","false","interacts-with","FGFR3 (interacts-with) FGFR3","MI:0468(hprd)|MI:0469(intact)|i2d|biogrid"
"pubmed:22863883","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","FLNC (interacts-with) AP3S1",,"Kristensen AR (2012)","false","interacts-with","FLNC (interacts-with) AP3S1","biogrid"
"pubmed:31180492","0.63","interacts-with","MI:0004(affinity chromatography technology)","FANCD2 (interacts-with) IGLL5",,"Pladevall-Morera D (2019)","false","interacts-with","FANCD2 (interacts-with) IGLL5",
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","FLNA (interacts-with) SRRM2",,"Havugimana PC (2012)","false","interacts-with","FLNA (interacts-with) SRRM2","biogrid"
"pubmed:26641092","0.63","interacts-with","MI:0004(affinity chromatography technology)","U2AF2 (interacts-with) CNN2",,"Whisenant TC (2015)","false","interacts-with","U2AF2 (interacts-with) CNN2","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","STX17 (interacts-with) MYH14",,"Huttlin EL (2021)","false","interacts-with","STX17 (interacts-with) MYH14",
"pubmed:27213482|pubmed:27684187|pubmed:26051715|pubmed:30194290|pubmed:30639242|pubmed:30442766","0.9","interacts-with","MI:0055(fluorescent resonance energy transfer)|MI:0004(affinity chromatography technology)|MI:0038(dynamic light scattering)|MI:0065(isothermal titration calorimetry)|MI:0017(classical fluorescence spectroscopy)|MI:0077(nuclear magnetic resonance)|bioid","KRAS (interacts-with) KRAS",,"Zhao L (2016)|Rosenbluh J (2016)|Muratcioglu S (2015)|Adhikari H (2018)|Kovalski JR (2019)|Bigenzahn JW (2018)","false","interacts-with","KRAS (interacts-with) KRAS","biogrid|MI:0469(intact)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","IGLL5 (interacts-with) PLXNA3",,"Huttlin EL (2021)","false","interacts-with","IGLL5 (interacts-with) PLXNA3",
"pubmed:24909783","0.49","interacts-with","-","TBP (interacts-with) PGR",,"Goswami D (2014)","false","interacts-with","TBP (interacts-with) PGR","MI:0469(intact)"
"pubmed:8995432","0.72","interacts-with","MI:0018(two hybrid)","NOS1 (interacts-with) NOS1",,"Venema RC (1997)","false","interacts-with","NOS1 (interacts-with) NOS1",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","HOXA1 (interacts-with) LCE1F",,"Luck K (2020)","false","interacts-with","HOXA1 (interacts-with) LCE1F",
"pubmed:29395067","0.63","interacts-with","bioid","PABPC1 (interacts-with) PRRC2C",,"Youn JY (2018)","false","interacts-with","PABPC1 (interacts-with) PRRC2C",
"pubmed:25416956","0.63","interacts-with","MI:0018(two hybrid)","ZNF419 (interacts-with) KRTAP10-7",,"Rolland T (2014)","false","interacts-with","ZNF419 (interacts-with) KRTAP10-7","biogrid|MI:0469(intact)"
"pubmed:15568807","0.75","interacts-with","MI:0096(pull down)|MI:0114(x-ray crystallography)","EDN1 (interacts-with) EDN1",,"Hoh F (2004)","false","interacts-with","EDN1 (interacts-with) EDN1","biogrid"
"pubmed:29511261","0.63","interacts-with","MI:0004(affinity chromatography technology)","HERC2 (interacts-with) TAF1L",,"Saez I (2018)","false","interacts-with","HERC2 (interacts-with) TAF1L","biogrid"
"pubmed:27229929","0.63","interacts-with","MI:0018(two hybrid)","TP53 (interacts-with) RAB7A",,"Daakour S (2016)","false","interacts-with","TP53 (interacts-with) RAB7A","biogrid"
"pubmed:21516116|pubmed:23088713|pubmed:25416956|pubmed:27382069|pubmed:30886144|pubmed:32296183","0.83","interacts-with","MI:0018(two hybrid)|MI:0090(protein complementation assay)","HOXA1 (interacts-with) HOXA1",,"Yu H (2011)|Lambert B (2012)|Rolland T (2014)|Taminiau A (2016)|Kov??cs IA (2019)|Luck K (2020)","false","interacts-with","HOXA1 (interacts-with) HOXA1","MI:0471(mint)|MI:0469(intact)|biogrid"
"pubmed:33106477","0.63","interacts-with","MI:0004(affinity chromatography technology)","SKA3 (interacts-with) BAZ1B",,"Gao W (2020)","false","interacts-with","SKA3 (interacts-with) BAZ1B",
"pubmed:15610029","0.52","interacts-with","MI:0492(in vitro)","MAP3K9 (interacts-with) MAP3K9",,"Durkin JT (2004)","false","interacts-with","MAP3K9 (interacts-with) MAP3K9","MI:0468(hprd)|i2d"
"pubmed:27649529","0.72","interacts-with","MI:0107(surface plasmon resonance)","HLA-B (interacts-with) LILRB1",,"Burian A (2016)","false","interacts-with","HLA-B (interacts-with) LILRB1","MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP10-8 (interacts-with) PTK7",,"Luck K (2020)","false","interacts-with","KRTAP10-8 (interacts-with) PTK7",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","STX17 (interacts-with) FLG2",,"Huttlin EL (2021)","false","interacts-with","STX17 (interacts-with) FLG2",
"pubmed:17332742|pubmed:26344197","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","SF3A2 (interacts-with) SNRNP200",,"Behzadnia N (2007)|Wan C (2015)","false","interacts-with","SF3A2 (interacts-with) SNRNP200","MI:0471(mint)|biogrid|MI:0469(intact)"
"pubmed:11509179|pubmed:26496610|pubmed:29028833","0.89","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Affinity Capture-MS|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","EP400 (interacts-with) TRRAP",,"Fuchs M (2001)|Hein MY (2015)|Cheng J (2017)","false","interacts-with","EP400 (interacts-with) TRRAP","MI:0468(hprd)|biogrid|i2d|MI:0469(intact)"
"pubmed:19293945","0.63","interacts-with","MI:0018(two hybrid)","COL14A1 (interacts-with) FLNC",,"Bell R (2009)","false","interacts-with","COL14A1 (interacts-with) FLNC","bell09"
"-","0.0","interacts-with","-","FLNC (interacts-with) ITGA2",,,"false","interacts-with","FLNC (interacts-with) ITGA2","MI:0470(kegg)|MI:1014(string)"
"pubmed:23443559","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) UBR4",,"Fogeron ML (0)","false","interacts-with","TP53 (interacts-with) UBR4","biogrid"
"pubmed:34079125","0.63","interacts-with","bioid","DHFR2 (interacts-with) FLG2",,"Go CD (2021)","false","interacts-with","DHFR2 (interacts-with) FLG2",
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HLA-C (interacts-with) HLA-B",,"Ewing RM (2007)","false","interacts-with","HLA-C (interacts-with) HLA-B","MI:0469(intact)|i2d"
"pubmed:17332742","0.63","interacts-with","MI:0004(affinity chromatography technology)","SF3A2 (interacts-with) SF3A2",,"Behzadnia N (2007)","false","interacts-with","SF3A2 (interacts-with) SF3A2","MI:0471(mint)|biogrid|MI:0469(intact)"
"pubmed:17332742|pubmed:22939629","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","SF3A2 (interacts-with) PRPF8",,"Behzadnia N (2007)|Havugimana PC (2012)","false","interacts-with","SF3A2 (interacts-with) PRPF8","MI:0471(mint)|biogrid|MI:0469(intact)"
"pubmed:25940091","0.63","interacts-with","MI:0004(affinity chromatography technology)","RPTOR (interacts-with) HSP90AB1",,"Fonseca BD (2015)","false","interacts-with","RPTOR (interacts-with) HSP90AB1","biogrid"
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","MYO1C (interacts-with) INF2",,"Hein MY (2015)","false","interacts-with","MYO1C (interacts-with) INF2","biogrid|MI:0469(intact)"
"pubmed:25416956|pubmed:32296183","0.73","interacts-with","MI:0018(two hybrid)","THAP7 (interacts-with) KRTAP10-8",,"Rolland T (2014)|Luck K (2020)","false","interacts-with","THAP7 (interacts-with) KRTAP10-8","biogrid|MI:0469(intact)"
"pubmed:30194290","0.63","interacts-with","bioid","NRAS (interacts-with) PLXNA1",,"Adhikari H (2018)","false","interacts-with","NRAS (interacts-with) PLXNA1",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP5-7 (interacts-with) LCE2B",,"Luck K (2020)","false","interacts-with","KRTAP5-7 (interacts-with) LCE2B",
"pubmed:17353931|pubmed:28514442","0.82","interacts-with","MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)","HLA-B (interacts-with) HLA-C",,"Ewing RM (2007)|Huttlin EL (2017)","false","interacts-with","HLA-B (interacts-with) HLA-C",
"pubmed:23443559","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) PRRC2C",,"Fogeron ML (0)","false","interacts-with","TP53 (interacts-with) PRRC2C","biogrid"
"pubmed:17332742","0.63","interacts-with","MI:0004(affinity chromatography technology)","SF3A2 (interacts-with) SRRM2",,"Behzadnia N (2007)","false","interacts-with","SF3A2 (interacts-with) SRRM2","MI:0471(mint)|biogrid|MI:0469(intact)"
"pubmed:32416067","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) AP2M1",,"Shu S (2020)","false","interacts-with","BRD4 (interacts-with) AP2M1",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","LCE1F (interacts-with) KRTAP5-4",,"Luck K (2020)","false","interacts-with","LCE1F (interacts-with) KRTAP5-4",
"pubmed:30554943","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) HERC2",,"Lambert JP (2018)","false","interacts-with","BRD4 (interacts-with) HERC2",
"pubmed:25147182","0.63","interacts-with","MI:0004(affinity chromatography technology)","HUWE1 (interacts-with) YWHAZ",,"Thompson JW (2014)","false","interacts-with","HUWE1 (interacts-with) YWHAZ","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","KLHL34 (interacts-with) CKAP5",,"Huttlin EL (2021)","false","interacts-with","KLHL34 (interacts-with) CKAP5",
"pubmed:27832861","0.56","interacts-with","MI:0096(pull down)","AQP7 (interacts-with) KRT6B",,"Hansen JS (2016)","false","interacts-with","AQP7 (interacts-with) KRT6B",
"pubmed:27173435","0.63","interacts-with","MI:0004(affinity chromatography technology)","MAX (interacts-with) VPS50",,"Boldt K (2016)","false","interacts-with","MAX (interacts-with) VPS50","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","ELFN2 (interacts-with) UBR4",,"Huttlin EL (2021)","false","interacts-with","ELFN2 (interacts-with) UBR4",
"pubmed:18639526","0.7","interacts-with","MI:0018(two hybrid)|MI:0416(fluorescence microscopy)|MI:0096(pull down)","NEB (interacts-with) SVIL",,"Lee MA (2008)","false","interacts-with","NEB (interacts-with) SVIL","MI:0471(mint)|MI:0469(intact)"
"pubmed:30652415","0.63","interacts-with","MI:0004(affinity chromatography technology)","PRKD2 (interacts-with) UTY",,"Liu Y (2019)","false","interacts-with","PRKD2 (interacts-with) UTY",
"pubmed:34079125","0.63","interacts-with","bioid","KRT8 (interacts-with) PPP1R13B",,"Go CD (2021)","false","interacts-with","KRT8 (interacts-with) PPP1R13B",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","INF2 (interacts-with) ESRP2",,"Huttlin EL (2021)","false","interacts-with","INF2 (interacts-with) ESRP2",
"pubmed:20531386|pubmed:23756462","0.88","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","DIS3 (interacts-with) DIS3","taxid:4932(Saccharomyces cerevisiae (Baker's yeast))","Tomecki R (2010)|Lubas M (2013)","false","interacts-with","DIS3 (interacts-with) DIS3","biogrid|MI:0469(intact)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","MBNL1 (interacts-with) SERPINA1",,"Huttlin EL (2021)","false","interacts-with","MBNL1 (interacts-with) SERPINA1",
"pubmed:28514442|pubmed:33961781","0.73","interacts-with","MI:0004(affinity chromatography technology)","CHRM3 (interacts-with) TUBA3D",,"Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","CHRM3 (interacts-with) TUBA3D","biogrid"
"pubmed:32416067","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) MYO15A",,"Shu S (2020)","false","interacts-with","BRD4 (interacts-with) MYO15A",
"pubmed:27173435","0.63","interacts-with","MI:0004(affinity chromatography technology)","NF1 (interacts-with) SRGAP2",,"Boldt K (2016)","false","interacts-with","NF1 (interacts-with) SRGAP2","biogrid"
"pubmed:15231748","0.63","interacts-with","MI:0018(two hybrid)","HIPK3 (interacts-with) FLNC",,"Colland F (2004)","false","interacts-with","HIPK3 (interacts-with) FLNC","MI:0468(hprd)|i2d|colland04"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","KRT38 (interacts-with) TRAF3",,"Huttlin EL (2021)","false","interacts-with","KRT38 (interacts-with) TRAF3",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","DTX2 (interacts-with) ZNF85",,"Luck K (2020)","false","interacts-with","DTX2 (interacts-with) ZNF85",
"pubmed:25476789","0.63","interacts-with","MI:0004(affinity chromatography technology)","HERC2 (interacts-with) KMT2D",,"Galligan JT (2014)","false","interacts-with","HERC2 (interacts-with) KMT2D","biogrid"
"pubmed:15240696|pubmed:12732206","0.62","interacts-with","MI:0492(in vitro)","RAET1E (interacts-with) RAET1E",,"Bacon L (2004)|Chalupny NJ (2003)","false","interacts-with","RAET1E (interacts-with) RAET1E","MI:0468(hprd)|i2d"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","LCE2B (interacts-with) LCE2B",,"Luck K (2020)","false","interacts-with","LCE2B (interacts-with) LCE2B",
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","HRNR (interacts-with) KPRP",,"Marcon E (2014)","false","interacts-with","HRNR (interacts-with) KPRP",
"pubmed:34079125","0.63","interacts-with","bioid","KRT8 (interacts-with) UBR4",,"Go CD (2021)","false","interacts-with","KRT8 (interacts-with) UBR4",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","FLNA (interacts-with) INF2",,"Hein MY (2015)","false","interacts-with","FLNA (interacts-with) INF2","biogrid|MI:0469(intact)"
"pubmed:28515276","0.63","interacts-with","MI:0004(affinity chromatography technology)","PRPF8 (interacts-with) EZR",,"Malinov?? A (2017)","false","interacts-with","PRPF8 (interacts-with) EZR","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","C1QTNF9B (interacts-with) CTSF",,"Huttlin EL (2021)","false","interacts-with","C1QTNF9B (interacts-with) CTSF",
"pubmed:28813667","0.63","interacts-with","MI:0004(affinity chromatography technology)","TNRC6A (interacts-with) AHNAK2",,"Hicks JA (2017)","false","interacts-with","TNRC6A (interacts-with) AHNAK2",
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","FLG (interacts-with) FLG2",,"Marcon E (2014)","false","interacts-with","FLG (interacts-with) FLG2",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","CUEDC1 (interacts-with) BIRC6",,"Huttlin EL (2021)","false","interacts-with","CUEDC1 (interacts-with) BIRC6",
"pubmed:32416067","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) ANAPC1",,"Shu S (2020)","false","interacts-with","BRD4 (interacts-with) ANAPC1",
"pubmed:32416067","0.63","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) CHAMP1",,"Shu S (2020)","false","interacts-with","BRD4 (interacts-with) CHAMP1",
"pubmed:19117995|pubmed:26592444","0.75","interacts-with","MI:0004(affinity chromatography technology)|MI:0415(enzymatic study)","RLIM (interacts-with) RLIM",,"Johnsen SA (2009)|Middleton AJ (2015)","false","interacts-with","RLIM (interacts-with) RLIM","biogrid"
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","ATP6V1A (interacts-with) HLA-B",,"Ewing RM (2007)","false","interacts-with","ATP6V1A (interacts-with) HLA-B",
"pubmed:28546555","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-B (interacts-with) KIR2DL1",,"Chapel A (2017)","false","interacts-with","HLA-B (interacts-with) KIR2DL1","MI:0469(intact)"
"pubmed:11751869|pubmed:11029039|pubmed:23474713","0.88","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|MI:0096(pull down)|MI:0020(transmission electron microscopy)|MI:0410(electron tomography)","TERT (interacts-with) TERT",,"Arai K (2001)|Beattie TL (2000)|Sauerwald A (2013)","false","interacts-with","TERT (interacts-with) TERT","MI:0468(hprd)|i2d|MI:0469(intact)"
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) RNF213",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) RNF213","biogrid"
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","FLNA (interacts-with) SPTAN1",,"Hein MY (2015)","false","interacts-with","FLNA (interacts-with) SPTAN1","biogrid|MI:0469(intact)"
"pubmed:26186194|pubmed:28514442|pubmed:33961781","0.83","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","NFKBIA (interacts-with) CUEDC1",,"Huttlin EL (2015)|Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","NFKBIA (interacts-with) CUEDC1","biogrid"
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","KRT8 (interacts-with) ITPR3",,"Fasci D (2018)","false","interacts-with","KRT8 (interacts-with) ITPR3","MI:0469(intact)"
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","SERPINA1 (interacts-with) LCN1",,"Marcon E (2014)","false","interacts-with","SERPINA1 (interacts-with) LCN1",
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) PRRC2C",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) PRRC2C",
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HLA-B (interacts-with) RAB21",,"Ewing RM (2007)","false","interacts-with","HLA-B (interacts-with) RAB21","MI:0469(intact)|i2d"
"pubmed:27249653","0.56","interacts-with","MI:0096(pull down)","RAG1 (interacts-with) TP53",,"Takahashi H (2016)","false","interacts-with","RAG1 (interacts-with) TP53",
"pubmed:31871319","0.63","interacts-with","MI:0004(affinity chromatography technology)","RHOQ (interacts-with) YWHAZ",,"Bagci H (2019)","false","interacts-with","RHOQ (interacts-with) YWHAZ",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","MYO1C (interacts-with) JMY",,"Hein MY (2015)","false","interacts-with","MYO1C (interacts-with) JMY","biogrid|MI:0469(intact)"
"pubmed:20398705","0.72","interacts-with","MI:0012(bioluminescence resonance energy transfer)","CHRM3 (interacts-with) CHRM3",,"Borroto-Escuela DO (2010)","false","interacts-with","CHRM3 (interacts-with) CHRM3",
"pubmed:30194290","0.63","interacts-with","bioid","NRAS (interacts-with) RAB21",,"Adhikari H (2018)","false","interacts-with","NRAS (interacts-with) RAB21",
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) MYO5B",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) MYO5B",
"pubmed:20610558","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","UGT1A3 (interacts-with) UGT1A3",,"Bellemare J (2010)","false","interacts-with","UGT1A3 (interacts-with) UGT1A3","MI:0469(intact)"
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) WASF3",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) WASF3","biogrid"
"pubmed:31980649","0.63","interacts-with","MI:0004(affinity chromatography technology)","VAV1 (interacts-with) TUBA3D",,"Kennedy SA (2020)","false","interacts-with","VAV1 (interacts-with) TUBA3D",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","ZNF71 (interacts-with) ZNF835",,"Luck K (2020)","false","interacts-with","ZNF71 (interacts-with) ZNF835",
