"interaction","LLS","name","selected","shared interaction","shared name"
"has functional association with","1.78608148059468","TMEM45B (has functional association with) KRT8","false","has functional association with","TMEM45B (has functional association with) KRT8"
"has functional association with","1.50066090620308","FANCD2 (has functional association with) SRRM2","false","has functional association with","FANCD2 (has functional association with) SRRM2"
"has functional association with","3.22627794048122","KRTAP10-8 (has functional association with) ADAMTSL3","false","has functional association with","KRTAP10-8 (has functional association with) ADAMTSL3"
"has functional association with","3.91672446744386","RAD54B (has functional association with) EP400","false","has functional association with","RAD54B (has functional association with) EP400"
"has functional association with","1.64089460558465","AP2M1 (has functional association with) KRT5","false","has functional association with","AP2M1 (has functional association with) KRT5"
"has functional association with","4.15478771640081","DENND2A (has functional association with) DENND1A","false","has functional association with","DENND2A (has functional association with) DENND1A"
"has functional association with","2.01250351200795","USF3 (has functional association with) SDHA","false","has functional association with","USF3 (has functional association with) SDHA"
"has functional association with","1.53416633382611","HRNR (has functional association with) UBC","false","has functional association with","HRNR (has functional association with) UBC"
"has functional association with","1.66279693622706","HIVEP2 (has functional association with) HNRNPL","false","has functional association with","HIVEP2 (has functional association with) HNRNPL"
"has functional association with","3.33614146877628","TAF1L (has functional association with) TBP","false","has functional association with","TAF1L (has functional association with) TBP"
"has functional association with","1.60860793172867","KRTAP10-8 (has functional association with) KPRP","false","has functional association with","KRTAP10-8 (has functional association with) KPRP"
"has functional association with","2.08393011255303","SPRY3 (has functional association with) ZNF587","false","has functional association with","SPRY3 (has functional association with) ZNF587"
"has functional association with","2.46558457195222","RBBP8 (has functional association with) EPC1","false","has functional association with","RBBP8 (has functional association with) EPC1"
"has functional association with","2.84909317342904","PEG3 (has functional association with) ZSCAN10","false","has functional association with","PEG3 (has functional association with) ZSCAN10"
"has functional association with","3.00446000149329","SIRPB1 (has functional association with) PTK2B","false","has functional association with","SIRPB1 (has functional association with) PTK2B"
"has functional association with","1.66570348084004","ATP6V1A (has functional association with) RAB7A","false","has functional association with","ATP6V1A (has functional association with) RAB7A"
"has functional association with","2.64794149610281","MUC12 (has functional association with) MUC16","false","has functional association with","MUC12 (has functional association with) MUC16"
"has functional association with","2.51776257545848","DSPP (has functional association with) ITGA2","false","has functional association with","DSPP (has functional association with) ITGA2"
"has functional association with","2.27276506001195","DNAH6 (has functional association with) SPTAN1","false","has functional association with","DNAH6 (has functional association with) SPTAN1"
"has functional association with","1.57182709959179","HUWE1 (has functional association with) HADHB","false","has functional association with","HUWE1 (has functional association with) HADHB"
"has functional association with","1.76142152407717","HIPK3 (has functional association with) TP53","false","has functional association with","HIPK3 (has functional association with) TP53"
"has functional association with","1.62487313995521","FASN (has functional association with) SDHA","false","has functional association with","FASN (has functional association with) SDHA"
"has functional association with","4.45341449760157","MUC12 (has functional association with) MUC3A","false","has functional association with","MUC12 (has functional association with) MUC3A"
"has functional association with","2.22382822506033","MAP3K9 (has functional association with) MAP3K10","false","has functional association with","MAP3K9 (has functional association with) MAP3K10"
"has functional association with","1.65215894377486","WNK2 (has functional association with) YWHAZ","false","has functional association with","WNK2 (has functional association with) YWHAZ"
"has functional association with","1.78595076965366","HNRNPL (has functional association with) RGPD1","false","has functional association with","HNRNPL (has functional association with) RGPD1"
"has functional association with","1.69072176186478","FGFR3 (has functional association with) SEMA4G","false","has functional association with","FGFR3 (has functional association with) SEMA4G"
"has functional association with","1.59667244472585","HNRNPL (has functional association with) NUMBL","false","has functional association with","HNRNPL (has functional association with) NUMBL"
"has functional association with","1.50416594810493","FASN (has functional association with) HSP90AB1","false","has functional association with","FASN (has functional association with) HSP90AB1"
"has functional association with","1.66277121409461","CYLD (has functional association with) PLEC","false","has functional association with","CYLD (has functional association with) PLEC"
"has functional association with","1.72776968613807","FLG (has functional association with) FLNC","false","has functional association with","FLG (has functional association with) FLNC"
"has functional association with","1.63923540166113","ARHGAP4 (has functional association with) VAV1","false","has functional association with","ARHGAP4 (has functional association with) VAV1"
"has functional association with","2.17798171425905","TAS2R30 (has functional association with) PRAMEF11","false","has functional association with","TAS2R30 (has functional association with) PRAMEF11"
"has functional association with","1.68922973249857","ABL2 (has functional association with) GPC1","false","has functional association with","ABL2 (has functional association with) GPC1"
"has functional association with","1.49390227036922","SNRNP200 (has functional association with) EP400","false","has functional association with","SNRNP200 (has functional association with) EP400"
"has functional association with","1.60627037133858","ZNF572 (has functional association with) TRAF2","false","has functional association with","ZNF572 (has functional association with) TRAF2"
"has functional association with","3.77726039815692","PRPF8 (has functional association with) SNRNP200","false","has functional association with","PRPF8 (has functional association with) SNRNP200"
"has functional association with","4.15393982620185","DENND4A (has functional association with) DENND2A","false","has functional association with","DENND4A (has functional association with) DENND2A"
"has functional association with","4.32208865364208","PLXNB3 (has functional association with) PLXNA3","false","has functional association with","PLXNB3 (has functional association with) PLXNA3"
"has functional association with","1.70898872035617","ABCA7 (has functional association with) DDX41","false","has functional association with","ABCA7 (has functional association with) DDX41"
"has functional association with","1.64736301062449","CLIP1 (has functional association with) CKAP5","false","has functional association with","CLIP1 (has functional association with) CKAP5"
"has functional association with","1.6976015199031","MYH7 (has functional association with) SPTAN1","false","has functional association with","MYH7 (has functional association with) SPTAN1"
"has functional association with","1.62296427564741","STAB1 (has functional association with) SIGLEC1","false","has functional association with","STAB1 (has functional association with) SIGLEC1"
"has functional association with","2.00082719851825","DSPP (has functional association with) CARMIL3","false","has functional association with","DSPP (has functional association with) CARMIL3"
"has functional association with","1.62855689007438","BRD4 (has functional association with) CAD","false","has functional association with","BRD4 (has functional association with) CAD"
"has functional association with","1.58900407034882","HLA-A (has functional association with) HERC2","false","has functional association with","HLA-A (has functional association with) HERC2"
"has functional association with","2.87071541877457","KRTAP9-6 (has functional association with) KRTAP4-5","false","has functional association with","KRTAP9-6 (has functional association with) KRTAP4-5"
"has functional association with","1.66858903261383","EDN1 (has functional association with) GRM6","false","has functional association with","EDN1 (has functional association with) GRM6"
"has functional association with","2.66854229735715","FCGR2A (has functional association with) C3","false","has functional association with","FCGR2A (has functional association with) C3"
"has functional association with","1.52651386710921","NBPF10 (has functional association with) PRRC2C","false","has functional association with","NBPF10 (has functional association with) PRRC2C"
"has functional association with","2.77585717374524","KRTAP5-2 (has functional association with) KRTAP5-7","false","has functional association with","KRTAP5-2 (has functional association with) KRTAP5-7"
"has functional association with","1.61284683940536","IGLL5 (has functional association with) FANCD2","false","has functional association with","IGLL5 (has functional association with) FANCD2"
"has functional association with","1.69616053583822","DTX2 (has functional association with) KLC3","false","has functional association with","DTX2 (has functional association with) KLC3"
"has functional association with","2.66832176443105","OAS3 (has functional association with) TRAF3","false","has functional association with","OAS3 (has functional association with) TRAF3"
"has functional association with","1.49636333949261","NBPF10 (has functional association with) NCOR1","false","has functional association with","NBPF10 (has functional association with) NCOR1"
"has functional association with","1.6757876672683","HNRNPCL1 (has functional association with) DDX41","false","has functional association with","HNRNPCL1 (has functional association with) DDX41"
"has functional association with","1.64407707827676","HUWE1 (has functional association with) SPTB","false","has functional association with","HUWE1 (has functional association with) SPTB"
"has functional association with","1.67579019745192","MTHFD1L (has functional association with) ILK","false","has functional association with","MTHFD1L (has functional association with) ILK"
"has functional association with","4.32075220930977","RFPL1 (has functional association with) RFPL4AL1","false","has functional association with","RFPL1 (has functional association with) RFPL4AL1"
"has functional association with","2.1105191990696","RHOQ (has functional association with) CDC42BPG","false","has functional association with","RHOQ (has functional association with) CDC42BPG"
"has functional association with","1.63036454378181","SMC4 (has functional association with) VAV1","false","has functional association with","SMC4 (has functional association with) VAV1"
"has functional association with","2.12284086998841","ABL2 (has functional association with) MAP3K10","false","has functional association with","ABL2 (has functional association with) MAP3K10"
"has functional association with","2.19258853151108","GCN1 (has functional association with) ILK","false","has functional association with","GCN1 (has functional association with) ILK"
"has functional association with","2.92405818597436","CYP21A2 (has functional association with) CACNA1I","false","has functional association with","CYP21A2 (has functional association with) CACNA1I"
"has functional association with","2.75446742067778","LCE2A (has functional association with) KRTAP10-8","false","has functional association with","LCE2A (has functional association with) KRTAP10-8"
"has functional association with","1.71615393608176","BRD4 (has functional association with) MAP4","false","has functional association with","BRD4 (has functional association with) MAP4"
"has functional association with","2.34181575554717","NRAS (has functional association with) NUMBL","false","has functional association with","NRAS (has functional association with) NUMBL"
"has functional association with","1.71037851783484","H1-4 (has functional association with) SYNGAP1","false","has functional association with","H1-4 (has functional association with) SYNGAP1"
"has functional association with","3.50461628148272","CGB3 (has functional association with) INHBE","false","has functional association with","CGB3 (has functional association with) INHBE"
"has functional association with","1.66273862875115","CUEDC1 (has functional association with) TBP","false","has functional association with","CUEDC1 (has functional association with) TBP"
"has functional association with","1.96632300703807","SLC25A5 (has functional association with) SDHA","false","has functional association with","SLC25A5 (has functional association with) SDHA"
"has functional association with","1.53742592846917","HNRNPL (has functional association with) RRBP1","false","has functional association with","HNRNPL (has functional association with) RRBP1"
"has functional association with","2.14971019623028","KRTAP5-5 (has functional association with) KRTAP4-5","false","has functional association with","KRTAP5-5 (has functional association with) KRTAP4-5"
"has functional association with","3.00322571923727","ILK (has functional association with) CAD","false","has functional association with","ILK (has functional association with) CAD"
"has functional association with","1.67723474464214","ZNF587 (has functional association with) KRT38","false","has functional association with","ZNF587 (has functional association with) KRT38"
"has functional association with","2.28922804493624","LCE1E (has functional association with) KRTAP1-5","false","has functional association with","LCE1E (has functional association with) KRTAP1-5"
"has functional association with","1.73599371789561","PRKD2 (has functional association with) BRAF","false","has functional association with","PRKD2 (has functional association with) BRAF"
"has functional association with","3.18568947551193","PGR (has functional association with) TDG","false","has functional association with","PGR (has functional association with) TDG"
"has functional association with","1.69757605868102","MYPOP (has functional association with) KRTAP10-8","false","has functional association with","MYPOP (has functional association with) KRTAP10-8"
"has functional association with","2.17740514173304","CHAMP1 (has functional association with) MTSS2","false","has functional association with","CHAMP1 (has functional association with) MTSS2"
"has functional association with","1.59416278818646","WNK2 (has functional association with) UBC","false","has functional association with","WNK2 (has functional association with) UBC"
"has functional association with","1.68918962277931","KLC3 (has functional association with) PDE4DIP","false","has functional association with","KLC3 (has functional association with) PDE4DIP"
"has functional association with","1.67286997924541","CHN2 (has functional association with) VAV1","false","has functional association with","CHN2 (has functional association with) VAV1"
"has functional association with","1.68468988994354","USF3 (has functional association with) HNRNPL","false","has functional association with","USF3 (has functional association with) HNRNPL"
"has functional association with","1.66123766037316","APC (has functional association with) NAV1","false","has functional association with","APC (has functional association with) NAV1"
"has functional association with","5.18812004357245","MYH11 (has functional association with) MYH14","false","has functional association with","MYH11 (has functional association with) MYH14"
"has functional association with","1.73059650594543","SYNE2 (has functional association with) SYNE1","false","has functional association with","SYNE2 (has functional association with) SYNE1"
"has functional association with","1.5188128008928","VCL (has functional association with) YWHAZ","false","has functional association with","VCL (has functional association with) YWHAZ"
"has functional association with","1.7611695618033","PTK7 (has functional association with) TPTE","false","has functional association with","PTK7 (has functional association with) TPTE"
"has functional association with","1.65973607166659","U2AF2 (has functional association with) ZNF835","false","has functional association with","U2AF2 (has functional association with) ZNF835"
"has functional association with","1.90627029274361","LDHB (has functional association with) UBC","false","has functional association with","LDHB (has functional association with) UBC"
"has functional association with","5.18694062380169","ARHGEF35 (has functional association with) ARHGEF5","false","has functional association with","ARHGEF35 (has functional association with) ARHGEF5"
"has functional association with","1.71473944557234","AHNAK2 (has functional association with) MBNL1","false","has functional association with","AHNAK2 (has functional association with) MBNL1"
"has functional association with","2.32327481226614","BCL7A (has functional association with) POTEJ","false","has functional association with","BCL7A (has functional association with) POTEJ"
"has functional association with","2.5439484858929","GRK6 (has functional association with) RUBCNL","false","has functional association with","GRK6 (has functional association with) RUBCNL"
"has functional association with","2.73379993291709","MUC20 (has functional association with) GALNT17","false","has functional association with","MUC20 (has functional association with) GALNT17"
"has functional association with","1.66708282375263","KHDRBS1 (has functional association with) U2AF2","false","has functional association with","KHDRBS1 (has functional association with) U2AF2"
"has functional association with","3.11919322629952","LILRB1 (has functional association with) HLA-C","false","has functional association with","LILRB1 (has functional association with) HLA-C"
"has functional association with","3.08438783520999","ALDH3B1 (has functional association with) DERA","false","has functional association with","ALDH3B1 (has functional association with) DERA"
"has functional association with","1.72915929498897","ZNF837 (has functional association with) ZNF587","false","has functional association with","ZNF837 (has functional association with) ZNF587"
"has functional association with","2.8697690137512","PTK7 (has functional association with) TYRO3","false","has functional association with","PTK7 (has functional association with) TYRO3"
"has functional association with","1.71759025489048","HOXA1 (has functional association with) KRTAP1-5","false","has functional association with","HOXA1 (has functional association with) KRTAP1-5"
"has functional association with","1.54102717724465","HLA-B (has functional association with) EZR","false","has functional association with","HLA-B (has functional association with) EZR"
"has functional association with","1.68468464045856","HLA-DQA2 (has functional association with) RAB7A","false","has functional association with","HLA-DQA2 (has functional association with) RAB7A"
"has functional association with","1.86712431172538","ZNF320 (has functional association with) KRTAP10-7","false","has functional association with","ZNF320 (has functional association with) KRTAP10-7"
"has functional association with","1.63745513355614","HIPK3 (has functional association with) TYRO3","false","has functional association with","HIPK3 (has functional association with) TYRO3"
"has functional association with","1.61276928284855","LCE2A (has functional association with) TPTE","false","has functional association with","LCE2A (has functional association with) TPTE"
"has functional association with","1.63392785942785","ITPR2 (has functional association with) HERC2","false","has functional association with","ITPR2 (has functional association with) HERC2"
"has functional association with","3.33441039160468","CACNA1B (has functional association with) CACNA2D2","false","has functional association with","CACNA1B (has functional association with) CACNA2D2"
"has functional association with","1.88637748124858","ABCA7 (has functional association with) CAD","false","has functional association with","ABCA7 (has functional association with) CAD"
"has functional association with","2.13617950497525","LCE1E (has functional association with) KRTAP4-5","false","has functional association with","LCE1E (has functional association with) KRTAP4-5"
"has functional association with","2.22327057650523","KHDRBS1 (has functional association with) PPP1R13B","false","has functional association with","KHDRBS1 (has functional association with) PPP1R13B"
"has functional association with","4.23493174263083","ZNF354B (has functional association with) ZNF354A","false","has functional association with","ZNF354B (has functional association with) ZNF354A"
"has functional association with","1.60146921426781","NRAS (has functional association with) MBOAT7","false","has functional association with","NRAS (has functional association with) MBOAT7"
"has functional association with","4.76154962953833","PRRC2C (has functional association with) PRRC2A","false","has functional association with","PRRC2C (has functional association with) PRRC2A"
"has functional association with","1.6505196432788","AP2M1 (has functional association with) HLA-DQA2","false","has functional association with","AP2M1 (has functional association with) HLA-DQA2"
"has functional association with","1.54484442082005","ZZEF1 (has functional association with) ZC3H4","false","has functional association with","ZZEF1 (has functional association with) ZC3H4"
"has functional association with","1.82225137602128","TAF1L (has functional association with) RGPD1","false","has functional association with","TAF1L (has functional association with) RGPD1"
"has functional association with","2.30593638065362","LCE1E (has functional association with) KRTAP5-4","false","has functional association with","LCE1E (has functional association with) KRTAP5-4"
"has functional association with","1.60847127424735","UBR4 (has functional association with) HERC2","false","has functional association with","UBR4 (has functional association with) HERC2"
"has functional association with","1.6472802992189","CYLD (has functional association with) FLG2","false","has functional association with","CYLD (has functional association with) FLG2"
"has functional association with","2.64761609729188","DIS3 (has functional association with) BTG1","false","has functional association with","DIS3 (has functional association with) BTG1"
"has functional association with","2.46459105655051","VCL (has functional association with) DYSF","false","has functional association with","VCL (has functional association with) DYSF"
"has functional association with","2.32284350613265","IFNA16 (has functional association with) IRF1","false","has functional association with","IFNA16 (has functional association with) IRF1"
"has functional association with","1.59150629079752","FANCD2 (has functional association with) RBMXL1","false","has functional association with","FANCD2 (has functional association with) RBMXL1"
"has functional association with","1.69355306943154","ZNF837 (has functional association with) KRTAP10-7","false","has functional association with","ZNF837 (has functional association with) KRTAP10-7"
"has functional association with","1.85745824741495","UBR4 (has functional association with) BIRC6","false","has functional association with","UBR4 (has functional association with) BIRC6"
"has functional association with","2.03473180459062","HUWE1 (has functional association with) HLA-C","false","has functional association with","HUWE1 (has functional association with) HLA-C"
"has functional association with","2.30588860703692","OR2T2 (has functional association with) OR2T27","false","has functional association with","OR2T2 (has functional association with) OR2T27"
"has functional association with","1.84766784792759","ZNF491 (has functional association with) KRTAP10-8","false","has functional association with","ZNF491 (has functional association with) KRTAP10-8"
"has functional association with","1.60142836331263","NOTCH2NLA (has functional association with) KPRP","false","has functional association with","NOTCH2NLA (has functional association with) KPRP"
"has functional association with","1.84766784838667","KRTAP10-8 (has functional association with) PCED1A","false","has functional association with","KRTAP10-8 (has functional association with) PCED1A"
"has functional association with","1.90605910930356","KLC3 (has functional association with) RGPD8","false","has functional association with","KLC3 (has functional association with) RGPD8"
"has functional association with","2.14933668600607","EZR (has functional association with) AHNAK","false","has functional association with","EZR (has functional association with) AHNAK"
"has functional association with","1.62664539565042","HLA-B (has functional association with) ATP6V1A","false","has functional association with","HLA-B (has functional association with) ATP6V1A"
"has functional association with","1.69753526820282","PRKD2 (has functional association with) RRBP1","false","has functional association with","PRKD2 (has functional association with) RRBP1"
"has functional association with","4.75862653622318","LILRB1 (has functional association with) LILRA4","false","has functional association with","LILRB1 (has functional association with) LILRA4"
"has functional association with","2.12229107970005","KRTAP10-7 (has functional association with) KRTAP10-8","false","has functional association with","KRTAP10-7 (has functional association with) KRTAP10-8"
"has functional association with","4.75862653622318","LILRA2 (has functional association with) LILRA4","false","has functional association with","LILRA2 (has functional association with) LILRA4"
"has functional association with","2.28870452634397","SCN4A (has functional association with) FZD8","false","has functional association with","SCN4A (has functional association with) FZD8"
"has functional association with","1.84763404355902","UHRF2 (has functional association with) FANCD2","false","has functional association with","UHRF2 (has functional association with) FANCD2"
"has functional association with","1.59650388781625","VWF (has functional association with) YWHAZ","false","has functional association with","VWF (has functional association with) YWHAZ"
"has functional association with","1.52630926841347","LILRA2 (has functional association with) ZNF845","false","has functional association with","LILRA2 (has functional association with) ZNF845"
"has functional association with","1.558910964515","KRTAP10-7 (has functional association with) NOTCH2NLA","false","has functional association with","KRTAP10-7 (has functional association with) NOTCH2NLA"
"has functional association with","1.8574007876858","KCNJ12 (has functional association with) CACNA1A","false","has functional association with","KCNJ12 (has functional association with) CACNA1A"
"has functional association with","1.75258245333152","MAP4K1 (has functional association with) SPTAN1","false","has functional association with","MAP4K1 (has functional association with) SPTAN1"
"has functional association with","2.54364050863804","MAP3K9 (has functional association with) PAK2","false","has functional association with","MAP3K9 (has functional association with) PAK2"
"has functional association with","1.5940600137769","NRAS (has functional association with) PLXNA1","false","has functional association with","NRAS (has functional association with) PLXNA1"
"has functional association with","4.44421734858311","DHX29 (has functional association with) DHX35","false","has functional association with","DHX29 (has functional association with) DHX35"
"has functional association with","4.14938031109855","TBP (has functional association with) TAF1A","false","has functional association with","TBP (has functional association with) TAF1A"
"has functional association with","3.65693121153617","KRAS (has functional association with) BRAF","false","has functional association with","KRAS (has functional association with) BRAF"
"has functional association with","1.72182716477655","KIR2DL4 (has functional association with) ATP12A","false","has functional association with","KIR2DL4 (has functional association with) ATP12A"
"has functional association with","2.34126181231383","TDRD9 (has functional association with) DHX35","false","has functional association with","TDRD9 (has functional association with) DHX35"
"has functional association with","1.95545872257854","C1D (has functional association with) SUOX","false","has functional association with","C1D (has functional association with) SUOX"
"has functional association with","2.6024036659837","KRAS (has functional association with) C3","false","has functional association with","KRAS (has functional association with) C3"
"has functional association with","3.6075499847455","RFLNA (has functional association with) FLNA","false","has functional association with","RFLNA (has functional association with) FLNA"
"has functional association with","2.70395169841121","RASAL1 (has functional association with) SYNGAP1","false","has functional association with","RASAL1 (has functional association with) SYNGAP1"
"has functional association with","1.69352761469704","TP53 (has functional association with) PTTG1","false","has functional association with","TP53 (has functional association with) PTTG1"
"has functional association with","1.60141607786606","PABPC1 (has functional association with) TERT","false","has functional association with","PABPC1 (has functional association with) TERT"
"has functional association with","2.20656580382753","APBA2 (has functional association with) CACNA1B","false","has functional association with","APBA2 (has functional association with) CACNA1B"
"has functional association with","3.40958992685581","NNT (has functional association with) SDHA","false","has functional association with","NNT (has functional association with) SDHA"
"has functional association with","2.27133339936472","PTK2B (has functional association with) VAV1","false","has functional association with","PTK2B (has functional association with) VAV1"
"has functional association with","1.92498709570397","ABCA1 (has functional association with) HADHB","false","has functional association with","ABCA1 (has functional association with) HADHB"
"has functional association with","3.00233004827234","FLNA (has functional association with) ILK","false","has functional association with","FLNA (has functional association with) ILK"
"has functional association with","1.63565537287798","CYLD (has functional association with) EZR","false","has functional association with","CYLD (has functional association with) EZR"
"has functional association with","2.63535761595553","WDR3 (has functional association with) BMS1","false","has functional association with","WDR3 (has functional association with) BMS1"
"has functional association with","1.60373130402171","FANCD2 (has functional association with) BAZ1B","false","has functional association with","FANCD2 (has functional association with) BAZ1B"
"has functional association with","1.57759129483313","PRRC2A (has functional association with) SF3A2","false","has functional association with","PRRC2A (has functional association with) SF3A2"
"has functional association with","1.6504823603911","TRIM2 (has functional association with) HSP90AB1","false","has functional association with","TRIM2 (has functional association with) HSP90AB1"
"has functional association with","1.68912701510026","SRGAP2 (has functional association with) OBSCN","false","has functional association with","SRGAP2 (has functional association with) OBSCN"
"has functional association with","2.36018545898161","HSP90AB1 (has functional association with) RAG1","false","has functional association with","HSP90AB1 (has functional association with) RAG1"
"has functional association with","1.69490124179555","AKR1C1 (has functional association with) BRD4","false","has functional association with","AKR1C1 (has functional association with) BRD4"
"has functional association with","1.72475726656654","CAMSAP2 (has functional association with) NF1","false","has functional association with","CAMSAP2 (has functional association with) NF1"
"has functional association with","3.77182573926713","KDM4E (has functional association with) KDM5D","false","has functional association with","KDM4E (has functional association with) KDM5D"
"has functional association with","3.98577183399539","KCNJ3 (has functional association with) KCNJ12","false","has functional association with","KCNJ3 (has functional association with) KCNJ12"
"has functional association with","1.92495666677494","IGSF9B (has functional association with) HNRNPL","false","has functional association with","IGSF9B (has functional association with) HNRNPL"
"has functional association with","1.86688833374052","PRRC2C (has functional association with) ASH1L","false","has functional association with","PRRC2C (has functional association with) ASH1L"
"has functional association with","2.54339078534628","CNKSR1 (has functional association with) APBB1IP","false","has functional association with","CNKSR1 (has functional association with) APBB1IP"
"has functional association with","1.99996796818323","SPRY3 (has functional association with) KPRP","false","has functional association with","SPRY3 (has functional association with) KPRP"
"has functional association with","1.69061615681363","GPRIN3 (has functional association with) NEXMIF","false","has functional association with","GPRIN3 (has functional association with) NEXMIF"
"has functional association with","1.50036350519689","HNRNPL (has functional association with) RFPL4AL1","false","has functional association with","HNRNPL (has functional association with) RFPL4AL1"
"has functional association with","2.70395169841121","NF1 (has functional association with) SYNGAP1","false","has functional association with","NF1 (has functional association with) SYNGAP1"
"has functional association with","2.43838469156255","METTL15 (has functional association with) MRPS18C","false","has functional association with","METTL15 (has functional association with) MRPS18C"
"has functional association with","1.68911713166181","NRAS (has functional association with) SLC2A3","false","has functional association with","NRAS (has functional association with) SLC2A3"
"has functional association with","1.59401359131236","RPTOR (has functional association with) CAD","false","has functional association with","RPTOR (has functional association with) CAD"
"has functional association with","1.76919468922139","JMY (has functional association with) MYO1C","false","has functional association with","JMY (has functional association with) MYO1C"
"has functional association with","1.7523260923947","HERC1 (has functional association with) TPTE2","false","has functional association with","HERC1 (has functional association with) TPTE2"
"has functional association with","1.5914361442036","ZNF721 (has functional association with) KRTAP4-5","false","has functional association with","ZNF721 (has functional association with) KRTAP4-5"
"has functional association with","2.17671750652186","DCAF12 (has functional association with) TUBA3C","false","has functional association with","DCAF12 (has functional association with) TUBA3C"
"has functional association with","1.68168107937926","HLA-DQB2 (has functional association with) RAB7A","false","has functional association with","HLA-DQB2 (has functional association with) RAB7A"
"has functional association with","2.70395169841121","NF1 (has functional association with) RASAL1","false","has functional association with","NF1 (has functional association with) RASAL1"
"has functional association with","4.75523168010145","POTEE (has functional association with) POTEF","false","has functional association with","POTEE (has functional association with) POTEF"
"has functional association with","1.63564356536394","AP2M1 (has functional association with) HLA-DRB5","false","has functional association with","AP2M1 (has functional association with) HLA-DRB5"
"has functional association with","2.23891554766808","ABCA3 (has functional association with) KLRC2","false","has functional association with","ABCA3 (has functional association with) KLRC2"
"has functional association with","1.69604978932336","OR2T2 (has functional association with) OR2T35","false","has functional association with","OR2T2 (has functional association with) OR2T35"
"has functional association with","1.6948923977449","ZNF572 (has functional association with) KRTAP10-7","false","has functional association with","ZNF572 (has functional association with) KRTAP10-7"
"has functional association with","3.25947016995178","SPTBN4 (has functional association with) SPTA1","false","has functional association with","SPTBN4 (has functional association with) SPTA1"
"has functional association with","2.109764827415","ENAH (has functional association with) RAPH1","false","has functional association with","ENAH (has functional association with) RAPH1"
"has functional association with","1.93407762456724","ZNF865 (has functional association with) CUL9","false","has functional association with","ZNF865 (has functional association with) CUL9"
"has functional association with","1.6948923977449","DOCK2 (has functional association with) KRTAP10-7","false","has functional association with","DOCK2 (has functional association with) KRTAP10-7"
"has functional association with","2.09629632766426","MECOM (has functional association with) IRF1","false","has functional association with","MECOM (has functional association with) IRF1"
"has functional association with","1.7203785460023","H1-7 (has functional association with) RBM23","false","has functional association with","H1-7 (has functional association with) RBM23"
"has functional association with","1.70320374595789","MRPS18C (has functional association with) PRIM2","false","has functional association with","MRPS18C (has functional association with) PRIM2"
"has functional association with","1.55182767045797","KHDRBS1 (has functional association with) BRD4","false","has functional association with","KHDRBS1 (has functional association with) BRD4"
"has functional association with","1.76076075023592","H1-7 (has functional association with) ZFP62","false","has functional association with","H1-7 (has functional association with) ZFP62"
"has functional association with","1.71606755683752","LAMC2 (has functional association with) PLEC","false","has functional association with","LAMC2 (has functional association with) PLEC"
"has functional association with","1.68167981267816","DIS3 (has functional association with) AHNAK","false","has functional association with","DIS3 (has functional association with) AHNAK"
"has functional association with","1.93406931805924","DENND1A (has functional association with) MAP3K21","false","has functional association with","DENND1A (has functional association with) MAP3K21"
"has functional association with","2.49076232937673","MYH6 (has functional association with) RYR2","false","has functional association with","MYH6 (has functional association with) RYR2"
"has functional association with","1.65965783907719","NIPBL (has functional association with) CKAP5","false","has functional association with","NIPBL (has functional association with) CKAP5"
"has functional association with","1.51104714796822","CYLD (has functional association with) TNRC6A","false","has functional association with","CYLD (has functional association with) TNRC6A"
"has functional association with","1.55537434686098","ZNF420 (has functional association with) ZNF493","false","has functional association with","ZNF420 (has functional association with) ZNF493"
"has functional association with","1.90564993265123","RPL10 (has functional association with) UBC","false","has functional association with","RPL10 (has functional association with) UBC"
"has functional association with","1.70456595482745","LILRB2 (has functional association with) NOTCH1","false","has functional association with","LILRB2 (has functional association with) NOTCH1"
"has functional association with","1.72177496961661","DIS3 (has functional association with) RBM23","false","has functional association with","DIS3 (has functional association with) RBM23"
"has functional association with","1.99982459021854","AP3S1 (has functional association with) DUSP2","false","has functional association with","AP3S1 (has functional association with) DUSP2"
"has functional association with","1.51103780568227","ABCA1 (has functional association with) ACACB","false","has functional association with","ABCA1 (has functional association with) ACACB"
"has functional association with","1.88595393957001","TAS2R46 (has functional association with) RFPL4AL1","false","has functional association with","TAS2R46 (has functional association with) RFPL4AL1"
"has functional association with","1.64392647470555","SF3A3 (has functional association with) DDX41","false","has functional association with","SF3A3 (has functional association with) DDX41"
"has functional association with","2.19159411913697","TDRD9 (has functional association with) DHX29","false","has functional association with","TDRD9 (has functional association with) DHX29"
"has functional association with","1.7088267554036","GPC1 (has functional association with) LAMA3","false","has functional association with","GPC1 (has functional association with) LAMA3"
"has functional association with","1.58605010585663","GSN (has functional association with) EZR","false","has functional association with","GSN (has functional association with) EZR"
"has functional association with","1.58318673754654","KHDRBS1 (has functional association with) PLEC","false","has functional association with","KHDRBS1 (has functional association with) PLEC"
"has functional association with","1.70455720900054","NBPF10 (has functional association with) OR13C2","false","has functional association with","NBPF10 (has functional association with) OR13C2"
"has functional association with","1.59398546063396","FANCD2 (has functional association with) NIPBL","false","has functional association with","FANCD2 (has functional association with) NIPBL"
"has functional association with","2.23867406008935","ERVW-1 (has functional association with) POTEM","false","has functional association with","ERVW-1 (has functional association with) POTEM"
"has functional association with","1.65658433721979","CUEDC1 (has functional association with) NFKBIA","false","has functional association with","CUEDC1 (has functional association with) NFKBIA"
